"date","year","month","org_type_clean","org_type_short","count","count_yoy","data_estimated"
"2016-10-01",2016,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2016-11-01",2016,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2016-12-01",2016,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-01-01",2017,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-02-01",2017,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-03-01",2017,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-04-01",2017,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-05-01",2017,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-06-01",2017,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-07-01",2017,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-08-01",2017,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-09-01",2017,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-10-01",2017,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-11-01",2017,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2017-12-01",2017,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-01-01",2018,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-02-01",2018,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-03-01",2018,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-04-01",2018,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-05-01",2018,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-06-01",2018,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-07-01",2018,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-08-01",2018,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-09-01",2018,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-10-01",2018,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-11-01",2018,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2018-12-01",2018,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-01-01",2019,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-02-01",2019,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-03-01",2019,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-04-01",2019,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-05-01",2019,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-06-01",2019,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-07-01",2019,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-08-01",2019,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-09-01",2019,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-10-01",2019,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-11-01",2019,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2019-12-01",2019,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-01-01",2020,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-02-01",2020,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-03-01",2020,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-04-01",2020,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-05-01",2020,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-06-01",2020,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-07-01",2020,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-08-01",2020,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-09-01",2020,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-10-01",2020,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-11-01",2020,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2020-12-01",2020,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-01-01",2021,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-02-01",2021,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-03-01",2021,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-04-01",2021,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-05-01",2021,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-06-01",2021,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-07-01",2021,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-08-01",2021,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-09-01",2021,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-10-01",2021,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-11-01",2021,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2021-12-01",2021,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-01-01",2022,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-02-01",2022,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-03-01",2022,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-04-01",2022,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-05-01",2022,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-06-01",2022,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-07-01",2022,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-08-01",2022,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-09-01",2022,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-10-01",2022,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-11-01",2022,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2022-12-01",2022,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-01-01",2023,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-02-01",2023,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-03-01",2023,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-04-01",2023,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-05-01",2023,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-06-01",2023,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-07-01",2023,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-08-01",2023,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-09-01",2023,9,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-10-01",2023,10,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-11-01",2023,11,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2023-12-01",2023,12,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-01-01",2024,1,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-02-01",2024,2,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-03-01",2024,3,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-04-01",2024,4,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-05-01",2024,5,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-06-01",2024,6,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-07-01",2024,7,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2024-08-01",2024,8,"Պետական ձեռնարկություն","ՊՁ",0,0,FALSE
"2015-10-01",2015,10,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2015-11-01",2015,11,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2015-12-01",2015,12,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-01-01",2016,1,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-02-01",2016,2,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-03-01",2016,3,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-04-01",2016,4,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-05-01",2016,5,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-06-01",2016,6,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-07-01",2016,7,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-08-01",2016,8,"Պետական մարմին","ՊՄ",0,NA,FALSE
"2016-09-01",2016,9,"Պետական մարմին","ՊՄ",0,0,FALSE
"2016-10-01",2016,10,"Պետական մարմին","ՊՄ",0,0,FALSE
"2016-11-01",2016,11,"Պետական մարմին","ՊՄ",0,0,FALSE
"2016-12-01",2016,12,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-01-01",2017,1,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-02-01",2017,2,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-03-01",2017,3,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-04-01",2017,4,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-05-01",2017,5,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-06-01",2017,6,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-07-01",2017,7,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-08-01",2017,8,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-09-01",2017,9,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-10-01",2017,10,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-11-01",2017,11,"Պետական մարմին","ՊՄ",0,0,FALSE
"2017-12-01",2017,12,"Պետական մարմին","ՊՄ",0,0,FALSE
"2018-01-01",2018,1,"Պետական մարմին","ՊՄ",0,0,FALSE
"2018-02-01",2018,2,"Պետական մարմին","ՊՄ",0,0,FALSE
"2018-03-01",2018,3,"Պետական մարմին","ՊՄ",0,0,FALSE
"2018-04-01",2018,4,"Պետական մարմին","ՊՄ",1,1,FALSE
"2018-05-01",2018,5,"Պետական մարմին","ՊՄ",1,2,FALSE
"2018-06-01",2018,6,"Պետական մարմին","ՊՄ",11,13,FALSE
"2018-07-01",2018,7,"Պետական մարմին","ՊՄ",10,23,FALSE
"2018-08-01",2018,8,"Պետական մարմին","ՊՄ",3,26,FALSE
"2018-09-01",2018,9,"Պետական մարմին","ՊՄ",7,33,FALSE
"2018-10-01",2018,10,"Պետական մարմին","ՊՄ",1,34,FALSE
"2018-11-01",2018,11,"Պետական մարմին","ՊՄ",2,36,FALSE
"2018-12-01",2018,12,"Պետական մարմին","ՊՄ",1,37,FALSE
"2019-01-01",2019,1,"Պետական մարմին","ՊՄ",3,40,FALSE
"2019-02-01",2019,2,"Պետական մարմին","ՊՄ",2,42,TRUE
"2019-03-01",2019,3,"Պետական մարմին","ՊՄ",2,44,TRUE
"2019-04-01",2019,4,"Պետական մարմին","ՊՄ",1,44,FALSE
"2019-05-01",2019,5,"Պետական մարմին","ՊՄ",3,46,TRUE
"2019-06-01",2019,6,"Պետական մարմին","ՊՄ",5,40,FALSE
"2019-07-01",2019,7,"Պետական մարմին","ՊՄ",4,34,TRUE
"2019-08-01",2019,8,"Պետական մարմին","ՊՄ",2,33,TRUE
"2019-09-01",2019,9,"Պետական մարմին","ՊՄ",1,27,FALSE
"2019-10-01",2019,10,"Պետական մարմին","ՊՄ",1,27,FALSE
"2019-11-01",2019,11,"Պետական մարմին","ՊՄ",2,27,FALSE
"2019-12-01",2019,12,"Պետական մարմին","ՊՄ",0,26,FALSE
"2020-01-01",2020,1,"Պետական մարմին","ՊՄ",0,23,FALSE
"2020-02-01",2020,2,"Պետական մարմին","ՊՄ",0,21,FALSE
"2020-03-01",2020,3,"Պետական մարմին","ՊՄ",2,21,FALSE
"2020-04-01",2020,4,"Պետական մարմին","ՊՄ",2,22,TRUE
"2020-05-01",2020,5,"Պետական մարմին","ՊՄ",2,21,FALSE
"2020-06-01",2020,6,"Պետական մարմին","ՊՄ",2,18,TRUE
"2020-07-01",2020,7,"Պետական մարմին","ՊՄ",1,15,TRUE
"2020-08-01",2020,8,"Պետական մարմին","ՊՄ",1,14,FALSE
"2020-09-01",2020,9,"Պետական մարմին","ՊՄ",0,13,FALSE
"2020-10-01",2020,10,"Պետական մարմին","ՊՄ",0,12,FALSE
"2020-11-01",2020,11,"Պետական մարմին","ՊՄ",0,10,FALSE
"2020-12-01",2020,12,"Պետական մարմին","ՊՄ",0,10,FALSE
"2021-01-01",2021,1,"Պետական մարմին","ՊՄ",1,11,FALSE
"2021-02-01",2021,2,"Պետական մարմին","ՊՄ",0,11,TRUE
"2021-03-01",2021,3,"Պետական մարմին","ՊՄ",0,9,TRUE
"2021-04-01",2021,4,"Պետական մարմին","ՊՄ",1,8,FALSE
"2021-05-01",2021,5,"Պետական մարմին","ՊՄ",0,6,FALSE
"2021-06-01",2021,6,"Պետական մարմին","ՊՄ",0,4,FALSE
"2021-07-01",2021,7,"Պետական մարմին","ՊՄ",0,3,FALSE
"2021-08-01",2021,8,"Պետական մարմին","ՊՄ",0,2,FALSE
"2021-09-01",2021,9,"Պետական մարմին","ՊՄ",1,3,FALSE
"2021-10-01",2021,10,"Պետական մարմին","ՊՄ",0,3,TRUE
"2021-11-01",2021,11,"Պետական մարմին","ՊՄ",0,3,TRUE
"2021-12-01",2021,12,"Պետական մարմին","ՊՄ",1,4,FALSE
"2022-01-01",2022,1,"Պետական մարմին","ՊՄ",0,3,FALSE
"2022-02-01",2022,2,"Պետական մարմին","ՊՄ",0,3,FALSE
"2022-03-01",2022,3,"Պետական մարմին","ՊՄ",0,3,FALSE
"2022-04-01",2022,4,"Պետական մարմին","ՊՄ",0,2,FALSE
"2022-05-01",2022,5,"Պետական մարմին","ՊՄ",0,2,FALSE
"2022-06-01",2022,6,"Պետական մարմին","ՊՄ",0,2,FALSE
"2022-07-01",2022,7,"Պետական մարմին","ՊՄ",0,2,FALSE
"2022-08-01",2022,8,"Պետական մարմին","ՊՄ",0,2,FALSE
"2022-09-01",2022,9,"Պետական մարմին","ՊՄ",0,1,FALSE
"2022-10-01",2022,10,"Պետական մարմին","ՊՄ",0,1,FALSE
"2022-11-01",2022,11,"Պետական մարմին","ՊՄ",0,1,FALSE
"2022-12-01",2022,12,"Պետական մարմին","ՊՄ",0,0,FALSE
"2023-01-01",2023,1,"Պետական մարմին","ՊՄ",1,1,FALSE
"2023-02-01",2023,2,"Պետական մարմին","ՊՄ",6,7,TRUE
"2023-03-01",2023,3,"Պետական մարմին","ՊՄ",10,17,FALSE
"2023-04-01",2023,4,"Պետական մարմին","ՊՄ",0,17,FALSE
"2023-05-01",2023,5,"Պետական մարմին","ՊՄ",0,17,FALSE
"2023-06-01",2023,6,"Պետական մարմին","ՊՄ",0,17,FALSE
"2023-07-01",2023,7,"Պետական մարմին","ՊՄ",0,17,FALSE
"2023-08-01",2023,8,"Պետական մարմին","ՊՄ",0,17,FALSE
"2023-09-01",2023,9,"Պետական մարմին","ՊՄ",0,17,FALSE
"2023-10-01",2023,10,"Պետական մարմին","ՊՄ",1,18,FALSE
"2023-11-01",2023,11,"Պետական մարմին","ՊՄ",2,20,FALSE
"2023-12-01",2023,12,"Պետական մարմին","ՊՄ",2,22,TRUE
"2024-01-01",2024,1,"Պետական մարմին","ՊՄ",1,22,FALSE
"2024-02-01",2024,2,"Պետական մարմին","ՊՄ",0,16,FALSE
"2024-03-01",2024,3,"Պետական մարմին","ՊՄ",0,6,FALSE
"2024-04-01",2024,4,"Պետական մարմին","ՊՄ",0,6,FALSE
"2024-05-01",2024,5,"Պետական մարմին","ՊՄ",0,6,FALSE
"2024-06-01",2024,6,"Պետական մարմին","ՊՄ",0,6,FALSE
"2024-07-01",2024,7,"Պետական մարմին","ՊՄ",0,6,FALSE
"2024-08-01",2024,8,"Պետական մարմին","ՊՄ",0,6,FALSE
"2015-10-01",2015,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,NA,FALSE
"2015-11-01",2015,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,NA,FALSE
"2015-12-01",2015,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",5,NA,TRUE
"2016-01-01",2016,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",9,NA,FALSE
"2016-02-01",2016,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",6,NA,TRUE
"2016-03-01",2016,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",4,NA,TRUE
"2016-04-01",2016,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,NA,FALSE
"2016-05-01",2016,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,NA,FALSE
"2016-06-01",2016,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,NA,FALSE
"2016-07-01",2016,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,NA,FALSE
"2016-08-01",2016,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,NA,FALSE
"2016-09-01",2016,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,27,FALSE
"2016-10-01",2016,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,26,FALSE
"2016-11-01",2016,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",2,27,FALSE
"2016-12-01",2016,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",2,24,TRUE
"2017-01-01",2017,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,16,TRUE
"2017-02-01",2017,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,11,FALSE
"2017-03-01",2017,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,7,TRUE
"2017-04-01",2017,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,7,FALSE
"2017-05-01",2017,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",5,12,FALSE
"2017-06-01",2017,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,12,FALSE
"2017-07-01",2017,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,12,FALSE
"2017-08-01",2017,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,12,FALSE
"2017-09-01",2017,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,12,FALSE
"2017-10-01",2017,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,12,FALSE
"2017-11-01",2017,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,10,FALSE
"2017-12-01",2017,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,8,FALSE
"2018-01-01",2018,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",2,9,FALSE
"2018-02-01",2018,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,9,FALSE
"2018-03-01",2018,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,9,TRUE
"2018-04-01",2018,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,8,TRUE
"2018-05-01",2018,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,4,FALSE
"2018-06-01",2018,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,TRUE
"2018-07-01",2018,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,TRUE
"2018-08-01",2018,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,5,FALSE
"2018-09-01",2018,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,6,FALSE
"2018-10-01",2018,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,6,FALSE
"2018-11-01",2018,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,6,FALSE
"2018-12-01",2018,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,6,FALSE
"2019-01-01",2019,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2019-02-01",2019,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2019-03-01",2019,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",3,6,FALSE
"2019-04-01",2019,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,6,FALSE
"2019-05-01",2019,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,5,FALSE
"2019-06-01",2019,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,5,FALSE
"2019-07-01",2019,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,5,FALSE
"2019-08-01",2019,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2019-09-01",2019,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2019-10-01",2019,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2019-11-01",2019,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2019-12-01",2019,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2020-01-01",2020,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2020-02-01",2020,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2020-03-01",2020,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,0,FALSE
"2020-04-01",2020,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,0,FALSE
"2020-05-01",2020,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,1,FALSE
"2020-06-01",2020,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,TRUE
"2020-07-01",2020,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,2,FALSE
"2020-08-01",2020,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,3,FALSE
"2020-09-01",2020,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,4,FALSE
"2020-10-01",2020,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2020-11-01",2020,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2020-12-01",2020,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2021-01-01",2021,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2021-02-01",2021,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,5,FALSE
"2021-03-01",2021,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,5,FALSE
"2021-04-01",2021,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,5,FALSE
"2021-05-01",2021,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2021-06-01",2021,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,5,FALSE
"2021-07-01",2021,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,4,FALSE
"2021-08-01",2021,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2021-09-01",2021,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2021-10-01",2021,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2021-11-01",2021,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2021-12-01",2021,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2022-01-01",2022,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2022-02-01",2022,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2022-03-01",2022,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2022-04-01",2022,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,2,FALSE
"2022-05-01",2022,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2022-06-01",2022,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2022-07-01",2022,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2022-08-01",2022,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,2,FALSE
"2022-09-01",2022,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2022-10-01",2022,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2022-11-01",2022,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2022-12-01",2022,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",1,3,FALSE
"2023-01-01",2023,1,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2023-02-01",2023,2,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2023-03-01",2023,3,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,3,FALSE
"2023-04-01",2023,4,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2023-05-01",2023,5,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2023-06-01",2023,6,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2023-07-01",2023,7,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,2,FALSE
"2023-08-01",2023,8,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2023-09-01",2023,9,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2023-10-01",2023,10,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2023-11-01",2023,11,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,1,FALSE
"2023-12-01",2023,12,"Պետական ոչ առևտրային կազմակերպություն","ՊՈԱԿ",0,0,FALSE
