"period","trade_code","reporter","partner_iso","partner","commodity_code","netweight_kg","trade_value_us"
"2011-06-01","M","Armenia","RUS","Russian Federation",271121,57734100,14835395.22
"2011-06-01","M","Armenia","RUS","Russian Federation",271113,26840,20117.1
"2011-06-01","M","Armenia","RUS","Russian Federation",271019,6894037.4,7138639.27
"2011-06-01","M","Armenia","ROU","Romania",271012,7620688,8505665.59
"2011-06-01","M","Armenia","LTU","Lithuania",271019,13110.78,26721.69
"2011-06-01","M","Armenia","NLD","Netherlands",271019,38679.27,141011.15
"2011-06-01","M","Armenia","SWE","Sweden",271019,609,6821.63
"2011-06-01","M","Armenia","ARE","United Arab Emirates",271019,57262.4,76575.36
"2011-06-01","M","Armenia","SGP","Singapore",271019,15728.25,46554.46
"2011-06-01","M","Armenia","GBR","United Kingdom",271012,1830,5447.6
"2011-06-01","M","Armenia","USA","USA",271019,76122.1,265457.23
"2011-06-01","M","Armenia","TUR","Turkey",271019,22323,85632
"2011-06-01","M","Armenia","UKR","Ukraine",271019,34283.64,68801.23
"2011-06-01","M","Armenia","TKM","Turkmenistan",271019,3967866,3697497.59
"2011-07-01","M","Armenia","CAN","Canada",271019,6.94,86.1
"2011-07-01","M","Armenia","CHN","China",271019,302.43,422.61
"2011-07-01","M","Armenia","AUT","Austria",271019,1,72.73
"2011-07-01","M","Armenia","BEL","Belgium",271019,60739.62,212747.24
"2011-07-01","M","Armenia","BGR","Bulgaria",271012,4126950,4583607.53
"2011-07-01","M","Armenia","DEU","Germany",271019,19959.57,87421.92
"2011-07-01","M","Armenia","DNK","Denmark",271019,734,19891.69
"2011-07-01","M","Armenia","FRA","France",271019,14401.4,44414.7
"2011-07-01","M","Armenia","KOR","Rep. of Korea",271019,45119,136219.47
"2011-07-01","M","Armenia","JPN","Japan",271019,28.44,784.23
"2011-07-01","M","Armenia","IRN","Iran",271121,41656200,10199067
"2011-07-01","M","Armenia","IRN","Iran",271113,170260,92625.59
"2011-07-01","M","Armenia","IRN","Iran",271019,480495,361118.5
"2011-07-01","M","Armenia","ITA","Italy",271019,5151794.6,6099968.03
"2011-07-01","M","Armenia","IRQ","Iraq",271019,870320,875950.95
"2011-07-01","M","Armenia","ROU","Romania",271012,3292823,3649632.18
"2011-07-01","M","Armenia","RUS","Russian Federation",271121,54119800,16186873.78
"2011-07-01","M","Armenia","RUS","Russian Federation",271019,5758677.56,5429917.56
"2011-07-01","M","Armenia","NLD","Netherlands",271019,39829.99,204771.35
"2011-07-01","M","Armenia","ARE","United Arab Emirates",271019,986.4,2349.11
"2011-07-01","M","Armenia","TUR","Turkey",271019,13099.66,44879.31
"2011-07-01","M","Armenia","CHE","Switzerland",271019,130.89,1608.94
"2011-07-01","M","Armenia","SWE","Sweden",271019,0.4,18.55
"2011-07-01","M","Armenia","USA","USA",271019,18203.96,72969.89
"2011-07-01","M","Armenia","UKR","Ukraine",271019,22743,72573.4
"2011-07-01","M","Armenia","GBR","United Kingdom",271019,14630.2,49638.97
"2011-07-01","M","Armenia","EGY","Egypt",271019,15,42
"2011-07-01","M","Armenia","TKM","Turkmenistan",271019,2258206,2136738.1
"2011-08-01","M","Armenia","CAN","Canada",271019,0.94,53.17
"2011-08-01","M","Armenia","CHN","China",271019,43.8,128.49
"2011-08-01","M","Armenia","BEL","Belgium",271019,54149.5,214551.5
"2011-08-01","M","Armenia","AUT","Austria",271019,898.31,3591.26
"2011-08-01","M","Armenia","BGR","Bulgaria",271019,111693,98960
"2011-08-01","M","Armenia","BGR","Bulgaria",271012,9058730,10034185.39
"2011-08-01","M","Armenia","DEU","Germany",271019,18230.32,82739.34
"2011-08-01","M","Armenia","DEU","Germany",271012,16.6,664.41
"2011-08-01","M","Armenia","FRA","France",271019,72.5,2317.29
"2011-08-01","M","Armenia","ITA","Italy",271012,399179,473054.87
"2011-08-01","M","Armenia","JPN","Japan",271019,1076.21,11406.6
"2011-08-01","M","Armenia","GRC","Greece",271019,4969389,5927135.63
"2011-08-01","M","Armenia","IRQ","Iraq",271113,427260,234995.09
"2011-08-01","M","Armenia","IRQ","Iraq",271019,1160745,1150247.55
"2011-08-01","M","Armenia","IRN","Iran",271121,31681200,7790077.1
"2011-08-01","M","Armenia","IRN","Iran",271113,204370,112406.14
"2011-08-01","M","Armenia","IRN","Iran",271019,1111380.2,841993.83
"2011-08-01","M","Armenia","IRN","Iran",271012,1700,1912.55
"2011-08-01","M","Armenia","POL","Poland",271019,19917.99,44814.92
"2011-08-01","M","Armenia","ROU","Romania",271012,7725515,8532055.82
"2011-08-01","M","Armenia","RUS","Russian Federation",271121,59749200,17992798.56
"2011-08-01","M","Armenia","RUS","Russian Federation",271019,13074157.51,12626129.72
"2011-08-01","M","Armenia","RUS","Russian Federation",271012,20007,31010.89
"2011-08-01","M","Armenia","KOR","Rep. of Korea",271019,15890,47303.99
"2011-08-01","M","Armenia","THA","Thailand",271019,510,663
"2011-08-01","M","Armenia","CHE","Switzerland",271019,111.16,2380.06
"2011-08-01","M","Armenia","ARE","United Arab Emirates",271019,9623,21651.95
"2011-08-01","M","Armenia","ESP","Spain",271019,11.1,286.39
"2011-08-01","M","Armenia","USA","USA",271019,11527.5,30636.93
"2011-08-01","M","Armenia","UKR","Ukraine",271019,10400,27901.75
"2011-08-01","M","Armenia","TUR","Turkey",271019,22616,50456.48
"2011-08-01","M","Armenia","TKM","Turkmenistan",271113,18170,9993.6
"2011-08-01","M","Armenia","TKM","Turkmenistan",271019,2837563,2507639.27
"2011-08-01","M","Armenia","GBR","United Kingdom",271019,20619,58954.59
"2011-09-01","M","Armenia","CHN","China",271019,141,370.22
"2011-09-01","M","Armenia","CAN","Canada",271019,1285,7879.03
"2011-09-01","M","Armenia","BEL","Belgium",271019,41419.88,131834.61
"2011-09-01","M","Armenia","BGR","Bulgaria",271012,11279937,12343058.15
"2011-09-01","M","Armenia","GRC","Greece",271019,6958502,8076495.83
"2011-09-01","M","Armenia","DEU","Germany",271019,27512.4,109911.6
"2011-09-01","M","Armenia","FRA","France",271019,418.6,9934.83
"2011-09-01","M","Armenia","FIN","Finland",271012,822.96,2948.63
"2011-09-01","M","Armenia","ITA","Italy",271019,1319,5919.8
"2011-09-01","M","Armenia","KOR","Rep. of Korea",271019,16106.68,44575.26
"2011-09-01","M","Armenia","IRQ","Iraq",271113,35440,19547.41
"2011-09-01","M","Armenia","IRQ","Iraq",271019,2390542,2210354.49
"2011-09-01","M","Armenia","IRN","Iran",271121,44064200,10834940
"2011-09-01","M","Armenia","IRN","Iran",271113,638810,351348.18
"2011-09-01","M","Armenia","IRN","Iran",271019,1397586.8,1135171.55
"2011-09-01","M","Armenia","RUS","Russian Federation",271121,52455000,15603227.8
"2011-09-01","M","Armenia","RUS","Russian Federation",271019,8298905.86,7784193.58
"2011-09-01","M","Armenia","ROU","Romania",271012,4527066,4939564
"2011-09-01","M","Armenia","NLD","Netherlands",271019,10550.24,30431.13
"2011-09-01","M","Armenia","CHE","Switzerland",271019,9.6,196.37
"2011-09-01","M","Armenia","SWE","Sweden",271019,225,1941.67
"2011-09-01","M","Armenia","ARE","United Arab Emirates",271019,2970,6682.5
"2011-09-01","M","Armenia","ESP","Spain",271019,23946.35,82974.61
"2011-09-01","M","Armenia","USA","USA",271019,2018.05,22864.32
"2011-09-01","M","Armenia","TUR","Turkey",271019,16044.55,66832.92
"2011-09-01","M","Armenia","GBR","United Kingdom",271019,11823,35027.04
"2011-09-01","M","Armenia","TKM","Turkmenistan",271113,118450,65147.6
"2011-09-01","M","Armenia","TKM","Turkmenistan",271019,5023954,4392007.35
"2011-09-01","M","Armenia","UKR","Ukraine",271019,39418,94058.05
"2011-10-01","M","Armenia","CHN","China",271019,2076,6153.63
"2011-10-01","M","Armenia","BEL","Belgium",271019,18983.7,69870.1
"2011-10-01","M","Armenia","BGR","Bulgaria",271012,6004472,6430934.47
"2011-10-01","M","Armenia","DEU","Germany",271019,50857.13,183605.45
"2011-10-01","M","Armenia","JPN","Japan",271019,10,90.58
"2011-10-01","M","Armenia","IRQ","Iraq",271113,581300,305186.5
"2011-10-01","M","Armenia","IRQ","Iraq",271019,2775695,2700993.1
"2011-10-01","M","Armenia","IRN","Iran",271121,27232800,6635768
"2011-10-01","M","Armenia","IRN","Iran",271113,707420,373776.63
"2011-10-01","M","Armenia","IRN","Iran",271019,1647538.5,1299729.32
"2011-10-01","M","Armenia","RUS","Russian Federation",271121,114273400,34464511.38
"2011-10-01","M","Armenia","RUS","Russian Federation",271019,5521397.68,5093665.02
"2011-10-01","M","Armenia","ROU","Romania",271012,9059397,9842022.3
"2011-10-01","M","Armenia","NLD","Netherlands",271019,19854.6,57944.86
"2011-10-01","M","Armenia","OMN","Oman",271019,11280,36644.1
"2011-10-01","M","Armenia","ARE","United Arab Emirates",271019,900,2025.1
"2011-10-01","M","Armenia","SWE","Sweden",271019,99.5,1702.29
"2011-10-01","M","Armenia","TUR","Turkey",271019,9812,21932.01
"2011-10-01","M","Armenia","ESP","Spain",271019,45280,110771.35
"2011-10-01","M","Armenia","USA","USA",271019,14530.6,88618.36
"2011-10-01","M","Armenia","GBR","United Kingdom",271019,19551.6,60266.58
"2011-10-01","M","Armenia","GBR","United Kingdom",271012,318,1130.37
"2011-10-01","M","Armenia","TKM","Turkmenistan",271113,77330,40504.5
"2011-10-01","M","Armenia","TKM","Turkmenistan",271019,118775,102146.5
"2011-10-01","M","Armenia","TKM","Turkmenistan",271012,2443628,2650091.45
"2011-10-01","M","Armenia","UKR","Ukraine",271019,37700,92199.46
"2011-11-01","M","Armenia","CHN","China",271019,496,3424.64
"2011-11-01","M","Armenia","BEL","Belgium",271019,36759.9,167738.24
"2011-11-01","M","Armenia","BGR","Bulgaria",271012,6005630,6399539.82
"2011-11-01","M","Armenia","DEU","Germany",271019,48889.05,203290.92
"2011-11-01","M","Armenia","DEU","Germany",271012,11.58,220.31
"2011-11-01","M","Armenia","GEO","Georgia",271019,10200,40800.25
"2011-11-01","M","Armenia","GRC","Greece",271019,5558282,6580210.56
"2011-11-01","M","Armenia","DNK","Denmark",271019,236.75,5946.45
"2011-11-01","M","Armenia","FIN","Finland",271019,1,24.63
"2011-11-01","M","Armenia","FRA","France",271019,54.6,1210.45
"2011-11-01","M","Armenia","KOR","Rep. of Korea",271019,10392.57,28604.96
"2011-11-01","M","Armenia","JPN","Japan",271019,2006.8,7423.97
"2011-11-01","M","Armenia","IRN","Iran",271121,28381071,6902664.3
"2011-11-01","M","Armenia","IRN","Iran",271113,665120,342614
"2011-11-01","M","Armenia","IRN","Iran",271019,483011.16,411043.37
"2011-11-01","M","Armenia","ITA","Italy",271113,1.9,38.95
"2011-11-01","M","Armenia","ITA","Italy",271019,197.4,1011.38
"2011-11-01","M","Armenia","ITA","Italy",271012,232808,257924.71
"2011-11-01","M","Armenia","IRQ","Iraq",271113,84560,43171
"2011-11-01","M","Armenia","IRQ","Iraq",271019,2861970,2673892.5
"2011-11-01","M","Armenia","ROU","Romania",271012,7779859,8453839.8
"2011-11-01","M","Armenia","RUS","Russian Federation",271121,134922900,40739899.2
"2011-11-01","M","Armenia","RUS","Russian Federation",271019,7572455.36,7297259.07
"2011-11-01","M","Armenia","LTU","Lithuania",271019,45855.21,141270.68
"2011-11-01","M","Armenia","NLD","Netherlands",271019,36232.01,107906.95
"2011-11-01","M","Armenia","TUR","Turkey",271019,19908.9,80103.22
"2011-11-01","M","Armenia","ARE","United Arab Emirates",271019,1350.2,3605.81
"2011-11-01","M","Armenia","SWE","Sweden",271019,694,9758.64
"2011-11-01","M","Armenia","CHE","Switzerland",271019,2.5,275.8
"2011-11-01","M","Armenia","ESP","Spain",271019,578.56,2280.79
"2011-11-01","M","Armenia","USA","USA",271019,28079.3,100429.96
"2011-11-01","M","Armenia","GBR","United Kingdom",271019,3428.8,23204.6
"2011-11-01","M","Armenia","UKR","Ukraine",271019,13272,30545.76
"2011-12-01","M","Armenia","CHN","China",271019,1198.5,3070.11
"2011-12-01","M","Armenia","BEL","Belgium",271019,56971.53,196513.05
"2011-12-01","M","Armenia","AUT","Austria",271019,60.04,908.65
"2011-12-01","M","Armenia","BGR","Bulgaria",271012,5989542,6391375.1
"2011-12-01","M","Armenia","CAN","Canada",271019,452.76,3776.63
"2011-12-01","M","Armenia","DEU","Germany",271019,100384.69,356790.84
"2011-12-01","M","Armenia","GRC","Greece",271019,5550197,6298359.77
"2011-12-01","M","Armenia","GEO","Georgia",271019,10200,40800.5
"2011-12-01","M","Armenia","FRA","France",271019,20370.8,60040.15
"2011-12-01","M","Armenia","JPN","Japan",271019,93.04,1400.53
"2011-12-01","M","Armenia","HUN","Hungary",271019,19242.76,45873.6
"2011-12-01","M","Armenia","IRN","Iran",271121,38433500,9347551.4
"2011-12-01","M","Armenia","IRN","Iran",271113,112634,61706
"2011-12-01","M","Armenia","IRN","Iran",271019,1470802.4,1000768.54
"2011-12-01","M","Armenia","IRQ","Iraq",271113,56620,31141
"2011-12-01","M","Armenia","IRQ","Iraq",271019,2630311,2490629.77
"2011-12-01","M","Armenia","RUS","Russian Federation",271121,144672300,44561787.43
"2011-12-01","M","Armenia","RUS","Russian Federation",271019,7068686.49,7357743.77
"2011-12-01","M","Armenia","PRT","Portugal",271019,14745.6,36086.8
"2011-12-01","M","Armenia","ROU","Romania",271012,10249911,10559337.15
"2011-12-01","M","Armenia","OMN","Oman",271019,6253.6,21161.2
"2011-12-01","M","Armenia","NLD","Netherlands",271019,28625.99,68772.54
"2011-12-01","M","Armenia","POL","Poland",271019,4274.8,23055.99
"2011-12-01","M","Armenia","ARE","United Arab Emirates",271019,14349.2,65973.71
"2011-12-01","M","Armenia","TUR","Turkey",271019,26900.87,100328.9
"2011-12-01","M","Armenia","SGP","Singapore",271019,151.2,744.76
"2011-12-01","M","Armenia","SWE","Sweden",271019,7006.6,50579.97
"2011-12-01","M","Armenia","CHE","Switzerland",271019,0.25,147.06
"2011-12-01","M","Armenia","ESP","Spain",271019,11.1,519.14
"2011-12-01","M","Armenia","UKR","Ukraine",271019,101564.8,240691.79
"2011-12-01","M","Armenia","TKM","Turkmenistan",271019,2731911,2322124.35
"2011-12-01","M","Armenia","USA","USA",271019,4879,6900.3
"2011-12-01","M","Armenia","GBR","United Kingdom",271019,20154.6,63002.61
"2011-12-01","M","Armenia","GBR","United Kingdom",271012,442.1,1326.31
"2012-01-01","M","Armenia","BGR","Bulgaria",271012,3002039,3123693.31
"2012-01-01","M","Armenia","AUT","Austria",271019,45.7,519.74
"2012-01-01","M","Armenia","BEL","Belgium",271019,27833.05,106511.4
"2012-01-01","M","Armenia","IRQ","Iraq",271019,971775,872873.4
"2012-01-01","M","Armenia","IRQ","Iraq",271113,38860,21373
"2012-01-01","M","Armenia","IRN","Iran",271019,501460,453096
"2012-01-01","M","Armenia","IRN","Iran",271113,127250,66324
"2012-01-01","M","Armenia","IRN","Iran",271121,32097500,7890660.9
"2012-01-01","M","Armenia","ITA","Italy",271019,10,286.24
"2012-01-01","M","Armenia","DEU","Germany",271019,14664.4,37124.38
"2012-01-01","M","Armenia","GRC","Greece",271019,4056781,4601322.71
"2012-01-01","M","Armenia","POL","Poland",271019,18829.78,41289.67
"2012-01-01","M","Armenia","LTU","Lithuania",271019,28,486.07
"2012-01-01","M","Armenia","KOR","Rep. of Korea",271019,12823.77,36117.91
"2012-01-01","M","Armenia","SWE","Sweden",271019,0.1,77.11
"2012-01-01","M","Armenia","ROU","Romania",271012,4209159,4294789.03
"2012-01-01","M","Armenia","RUS","Russian Federation",271019,6121528.52,6038011.48
"2012-01-01","M","Armenia","RUS","Russian Federation",271121,162897600,48842767.98
"2012-01-01","M","Armenia","USA","USA",271019,3.1,325.54
"2012-01-01","M","Armenia","TUR","Turkey",271019,2032,10363.2
"2012-01-01","M","Armenia","GBR","United Kingdom",271019,18477.9,93350.07
"2012-01-01","M","Armenia","UKR","Ukraine",271019,21852,48447.07
"2012-02-01","M","Armenia","CHN","China",271019,35.5,248.63
"2012-02-01","M","Armenia","BEL","Belgium",271019,70591.24,276023.24
"2012-02-01","M","Armenia","BGR","Bulgaria",271012,5010274,5422473.47
"2012-02-01","M","Armenia","DEU","Germany",271019,25428.26,63876.17
"2012-02-01","M","Armenia","GEO","Georgia",271019,20400,81600.52
"2012-02-01","M","Armenia","FRA","France",271019,109.2,2177.2
"2012-02-01","M","Armenia","JPN","Japan",271019,262.1,1028.19
"2012-02-01","M","Armenia","IRQ","Iraq",271019,2409485,2355976.35
"2012-02-01","M","Armenia","IRN","Iran",271121,36967000,8988081.5
"2012-02-01","M","Armenia","IRN","Iran",271113,162380,83883
"2012-02-01","M","Armenia","IRN","Iran",271019,630865,576736.55
"2012-02-01","M","Armenia","IRQ","Iraq",271113,72570,38103
"2012-02-01","M","Armenia","ISR","Israel",271019,4313792,5177470.54
"2012-02-01","M","Armenia","ISR","Israel",271012,369722,399299.76
"2012-02-01","M","Armenia","ROU","Romania",271012,5551537,5959244.37
"2012-02-01","M","Armenia","POL","Poland",271019,1488.44,6467.27
"2012-02-01","M","Armenia","RUS","Russian Federation",271121,153408200,46285179.6
"2012-02-01","M","Armenia","RUS","Russian Federation",271019,9790179.32,9548659.23
"2012-02-01","M","Armenia","OMN","Oman",271019,15136,47112.96
"2012-02-01","M","Armenia","LTU","Lithuania",271019,90,1890.08
"2012-02-01","M","Armenia","NLD","Netherlands",271019,21083.14,66128.6
"2012-02-01","M","Armenia","SWE","Sweden",271019,1300.5,16486.84
"2012-02-01","M","Armenia","TUR","Turkey",271019,360,2017
"2012-02-01","M","Armenia","ESP","Spain",271019,11.1,269
"2012-02-01","M","Armenia","USA","USA",271019,17348,44326.66
"2012-02-01","M","Armenia","GBR","United Kingdom",271019,22.5,563.06
"2012-02-01","M","Armenia","GBR","United Kingdom",271012,632,2239.8
"2012-03-01","M","Armenia","AUT","Austria",271019,15.6,571.6
"2012-03-01","M","Armenia","BEL","Belgium",271019,32915.1,117440.46
"2012-03-01","M","Armenia","BGR","Bulgaria",271012,8504725,9323880.71
"2012-03-01","M","Armenia","DEU","Germany",271019,59919.37,190200.35
"2012-03-01","M","Armenia","DEU","Germany",271012,36.5,963.22
"2012-03-01","M","Armenia","GEO","Georgia",271019,23800,95200.04
"2012-03-01","M","Armenia","FIN","Finland",271019,12724.38,50448.62
"2012-03-01","M","Armenia","FRA","France",271019,195.52,2293.5
"2012-03-01","M","Armenia","DNK","Denmark",271019,410,5544.19
"2012-03-01","M","Armenia","ITA","Italy",271019,2,32.06
"2012-03-01","M","Armenia","JPN","Japan",271019,37564.09,182020.43
"2012-03-01","M","Armenia","IRN","Iran",271121,63519300,15433535
"2012-03-01","M","Armenia","IRN","Iran",271113,352550,185723
"2012-03-01","M","Armenia","IRN","Iran",271019,510820,494582.4
"2012-03-01","M","Armenia","IRN","Iran",271012,259305,285235.5
"2012-03-01","M","Armenia","GRC","Greece",271019,1000860,1212541.89
"2012-03-01","M","Armenia","IRQ","Iraq",271113,132210,68796
"2012-03-01","M","Armenia","IRQ","Iraq",271019,3537470,3328912.15
"2012-03-01","M","Armenia","IRQ","Iraq",271012,276260,290073
"2012-03-01","M","Armenia","ISR","Israel",271019,3620411,4596657.72
"2012-03-01","M","Armenia","ROU","Romania",271012,7583979,8195028.44
"2012-03-01","M","Armenia","LTU","Lithuania",271019,122,3012.33
"2012-03-01","M","Armenia","KOR","Rep. of Korea",271019,29104.72,84828.91
"2012-03-01","M","Armenia","NLD","Netherlands",271019,44423.92,121966.21
"2012-03-01","M","Armenia","SWE","Sweden",271019,0.1,125.28
"2012-03-01","M","Armenia","ARE","United Arab Emirates",271019,94,319.7
"2012-03-01","M","Armenia","RUS","Russian Federation",271121,130451100,40576452.9
"2012-03-01","M","Armenia","RUS","Russian Federation",271019,9373166.3,8766314.42
"2012-03-01","M","Armenia","USA","USA",271019,25,483.31
"2012-03-01","M","Armenia","GBR","United Kingdom",271019,14003.3,57003.79
"2012-03-01","M","Armenia","TUR","Turkey",271019,17677.82,69139.54
"2012-03-01","M","Armenia","UKR","Ukraine",271019,67279.3,184211.67
"2012-04-01","M","Armenia","CHN","China",271019,263,886.4
"2012-04-01","M","Armenia","BEL","Belgium",271019,47466.89,147780.13
