"date","year","month","unit_FX","indicator","code","value"
"2023-02-28",2023,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10203.397137158601
"2023-03-31",2023,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10338.057016887642
"2023-04-30",2023,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10406.869210123268
"2023-05-31",2023,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10471.809782153752
"2023-06-30",2023,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10559.1703079782
"2023-07-31",2023,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10804.267001394544
"2023-08-31",2023,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10844.096157949945
"2023-09-30",2023,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10790.368152365449
"2023-10-31",2023,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10591.999671765278
"2023-11-30",2023,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10675.710617777455
"2023-12-31",2023,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",11294.611602580719
"2024-01-31",2024,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",11373.941237309566
"2024-02-29",2024,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",11403.114928401948
"2024-03-31",2024,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",11626.903740735672
"2024-04-30",2024,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",11543.413880874845
"2024-05-31",2024,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",11577.573089960315
"2016-12-31",2016,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4298.737359708546
"2017-01-31",2017,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4324.441979164714
"2017-02-28",2017,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4304.540387096902
"2017-03-31",2017,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4308.2368071177925
"2017-04-30",2017,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4328.368862829381
"2017-05-31",2017,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4371.331831095093
"2017-06-30",2017,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4380.456020886429
"2017-07-31",2017,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4415.605846796575
"2017-08-31",2017,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4444.70421407431
"2017-09-30",2017,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4454.514923527905
"2017-10-31",2017,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4441.831870070918
"2017-11-30",2017,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4531.675326259609
"2017-12-31",2017,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4912.360267567653
"2018-01-31",2018,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4984.841383260116
"2018-02-28",2018,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4972.332753359047
"2018-03-31",2018,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4985.542903166272
"2018-04-30",2018,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4949.622877390561
"2018-05-31",2018,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4911.153884877801
"2018-06-30",2018,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4885.643299869649
"2018-07-31",2018,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4874.702427960833
"2018-08-31",2018,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4859.646118806492
"2018-09-30",2018,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4840.386322044028
"2018-10-31",2018,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4822.760565709621
"2018-11-30",2018,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4828.688531368029
"2018-12-31",2018,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4985.976821496305
"2019-01-31",2019,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4999.283851424344
"2019-02-28",2019,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4980.302610031033
"2019-03-31",2019,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4950.660943829214
"2019-04-30",2019,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4926.502682712035
"2019-05-31",2019,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4931.850462019509
"2019-06-30",2019,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4945.515923595629
"2019-07-31",2019,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4914.445078390543
"2019-08-31",2019,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",4908.009856432346
"2019-09-30",2019,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5033.369202858404
"2019-10-31",2019,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5055.900764838726
"2019-11-30",2019,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5110.667864949594
"2019-12-31",2019,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5295.200940235966
"2020-01-31",2020,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5263.101194422243
"2020-02-29",2020,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5249.533791581344
"2020-03-31",2020,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5219.05655206961
"2020-04-30",2020,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5205.32377925735
"2020-05-31",2020,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5498.846592528407
"2020-06-30",2020,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5504.436039033426
"2020-07-31",2020,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5569.963082436388
"2020-08-31",2020,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5571.871107286451
"2020-09-30",2020,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5496.6796585766015
"2020-10-30",2020,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5492.979498195705
"2020-11-30",2020,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5523.642728947634
"2020-12-31",2020,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5599.4998976303705
"2021-01-31",2021,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5568.7484772275975
"2021-02-28",2021,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6301.3626549195915
"2021-03-31",2021,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6220.948220558421
"2021-04-30",2021,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6248.553020257023
"2021-05-31",2021,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6255.15407552013
"2021-06-30",2021,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6209.581431293811
"2021-07-31",2021,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6212.282691672353
"2021-08-31",2021,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6184.860730730785
"2021-09-30",2021,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6191.991987451822
"2021-10-31",2021,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6232.502172412845
"2021-11-30",2021,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6184.310986376655
"2021-12-31",2021,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6190.691770393394
"2022-01-31",2022,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6184.980444144584
"2022-02-28",2022,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6171.63559843326
"2022-03-31",2022,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6151.795749197179
"2022-04-30",2022,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6038.390657890957
"2022-05-31",2022,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6027.838967959275
"2022-06-30",2022,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5954.023490932032
"2022-07-31",2022,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5854.091347334762
"2022-08-31",2022,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5747.716107993341
"2022-09-30",2022,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5612.9510035775465
"2022-10-31",2022,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5590.890740708241
"2022-11-30",2022,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5647.902308397524
"2022-12-31",2022,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5894.068359102789
"2023-01-31",2023,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5908.813979068498
"2023-02-28",2023,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5811.446728975393
"2023-03-31",2023,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5836.992836823519
"2023-04-30",2023,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5866.901307169359
"2023-05-31",2023,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5854.393091082337
"2023-06-30",2023,6,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5893.156260279662
"2023-07-31",2023,7,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6116.106001772983
"2023-08-31",2023,8,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",6088.021971354782
"2023-09-30",2023,9,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5983.690938971704
"2023-10-31",2023,10,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5820.808569443703
"2023-11-30",2023,11,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5843.20796885921
"2023-12-31",2023,12,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5950.68972022073
"2024-01-31",2024,1,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5920.675479740373
"2024-02-29",2024,2,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5901.633595298425
"2024-03-31",2024,3,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5891.663108615045
"2024-04-30",2024,4,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5816.284102036237
"2024-05-31",2024,5,"մլն ԱՄՆ դոլար","արտաքին պարտք","USD.1.1.",5766.601289107928
"2016-12-31",2016,12,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3379.952587088793
"2017-01-31",2017,1,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3405.7462433898454
"2017-02-28",2017,2,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3405.8603518719297
"2017-03-31",2017,3,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3414.77172730282
"2017-04-30",2017,4,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3434.108503711593
"2017-05-31",2017,5,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3475.1280723148034
"2017-06-30",2017,6,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3484.7389705929318
"2017-07-31",2017,7,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3523.2276405856187
"2017-08-31",2017,8,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3552.819256095902
"2017-09-30",2017,9,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3561.915940850707
"2017-10-31",2017,10,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3551.978574621475
"2017-11-30",2017,11,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3654.4262644122023
"2017-12-31",2017,12,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4021.0232640054724
"2018-01-31",2018,1,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4088.0026780400017
"2018-02-28",2018,2,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4075.5998744000008
"2018-03-31",2018,3,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4090.4801161200003
"2018-04-30",2018,4,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4051.6352425899995
"2018-05-31",2018,5,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4020.4300053299994
"2018-06-30",2018,6,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3997.5449849799998
"2018-07-31",2018,7,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3999.054394660001
"2018-08-31",2018,8,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3990.3472481500007
"2018-09-30",2018,9,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3974.987270609999
"2018-10-31",2018,10,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3958.96206583
"2018-11-30",2018,11,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",3979.8669432900006
"2018-12-31",2018,12,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4139.3011984700015
"2019-01-31",2019,1,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4152.634511070001
"2019-02-28",2019,2,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4134.153535950002
"2019-03-31",2019,3,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4105.586332020001
"2019-04-30",2019,4,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4090.4130866399996
"2019-05-31",2019,5,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4096.97114616
"2019-06-30",2019,6,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4112.362934710001
"2019-07-31",2019,7,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4080.19375563
"2019-08-31",2019,8,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4071.7339622400023
"2019-09-30",2019,9,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4050.0679402899996
"2019-10-31",2019,10,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4069.5445764600017
"2019-11-30",2019,11,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4121.894106030003
"2019-12-31",2019,12,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4306.701115420003
"2020-01-31",2020,1,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4278.63451167
"2020-02-29",2020,2,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4263.498742720001
"2020-03-31",2020,3,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4247.81352838
"2020-04-30",2020,4,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4233.6299573900005
"2020-05-31",2020,5,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4528.6741980000015
"2020-06-30",2020,6,"մլն ԱՄՆ դոլար","արտաքին վարկեր և փոխառություններ","USD.1.1.1.",4536.344965990002
