"code","arm","eng","rus","date","production_month","vol_YoY_pct"
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2018-Q4",-29971.3,113.8
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2019-Q1",-28066.6,103
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2019-Q2",-29524.4,98
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2019-Q3",-31810.8,103.5
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2019-Q4",-32355.1,107.5
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2020-Q1",-33715.6,122.8
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2020-Q2",-34903.8,116.9
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2020-Q3",-35402.3,109.7
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2020-Q4",-38799.6,117.5
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2021-Q1",-36512.4,108.3
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2021-Q2",-34092.5,97.6
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2021-Q3",-28031.2,73.2
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2021-Q4",-24445.900000000005,62.6
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2022-Q1",-32530.5,84.2
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2022-Q2",-30521.7,83.6
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2022-Q3",-33714.4,116.3
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2022-Q4",-38311.00000000001,139.1
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2023-Q1",-45791.5,128.4
NA,"Ֆինանս.միջնորդության անուղղակի չափվող ծառայություններ (ՖՄԱՉԾ)","Financial Intermediate Services Indirectly Measured (FISIM)","Косвенно измеряемые услуги финансового посредничества (КИУФП)","2023-Q2",-47827.1,147.9
