"date","year","month","indicator","value","indicator_arm"
"2022-08-31",2022,8,"NET INTERNATIONAL RESERVES 1",1133443.3841592404,"Զուտ միջազգային պահուստներ"
"2022-09-30",2022,9,"NET INTERNATIONAL RESERVES 1",1187545.3203999023,"Զուտ միջազգային պահուստներ"
"2022-10-31",2022,10,"NET INTERNATIONAL RESERVES 1",1112191.2708640408,"Զուտ միջազգային պահուստներ"
"2022-11-30",2022,11,"NET INTERNATIONAL RESERVES 1",1054229.891128311,"Զուտ միջազգային պահուստներ"
"2022-12-31",2022,12,"NET INTERNATIONAL RESERVES 1",1287518.6826781048,"Զուտ միջազգային պահուստներ"
"2023-01-31",2023,1,"NET INTERNATIONAL RESERVES 1",1120512.0328264118,"Զուտ միջազգային պահուստներ"
"2023-02-28",2023,2,"NET INTERNATIONAL RESERVES 1",1051301.549478525,"Զուտ միջազգային պահուստներ"
"2023-03-31",2023,3,"NET INTERNATIONAL RESERVES 1",1113970.8330498426,"Զուտ միջազգային պահուստներ"
"2023-04-30",2023,4,"NET INTERNATIONAL RESERVES 1",1071857.0929215462,"Զուտ միջազգային պահուստներ"
"2023-05-31",2023,5,"NET INTERNATIONAL RESERVES 1",1123593.760293684,"Զուտ միջազգային պահուստներ"
"2023-06-30",2023,6,"NET INTERNATIONAL RESERVES 1",1187335.1861384783,"Զուտ միջազգային պահուստներ"
"2023-07-31",2023,7,"NET INTERNATIONAL RESERVES 1",1267517.9763280957,"Զուտ միջազգային պահուստներ"
"2023-08-31",2023,8,"NET INTERNATIONAL RESERVES 1",1306097.6667987434,"Զուտ միջազգային պահուստներ"
"2023-09-30",2023,9,"NET INTERNATIONAL RESERVES 1",1312809.9927536503,"Զուտ միջազգային պահուստներ"
"2023-10-31",2023,10,"NET INTERNATIONAL RESERVES 1",1203539.2407616593,"Զուտ միջազգային պահուստներ"
"2023-11-30",2023,11,"NET INTERNATIONAL RESERVES 1",1128925.376803306,"Զուտ միջազգային պահուստներ"
"2023-12-31",2023,12,"NET INTERNATIONAL RESERVES 1",1117700.574004238,"Զուտ միջազգային պահուստներ"
"2024-01-31",2024,1,"NET INTERNATIONAL RESERVES 1",1107091.1920370876,"Զուտ միջազգային պահուստներ"
"2024-02-29",2024,2,"NET INTERNATIONAL RESERVES 1",1030420.3327887529,"Զուտ միջազգային պահուստներ"
"2024-03-31",2024,3,"NET INTERNATIONAL RESERVES 1",971289.184179117,"Զուտ միջազգային պահուստներ"
"2024-04-30",2024,4,"NET INTERNATIONAL RESERVES 1",903195.1391845122,"Զուտ միջազգային պահուստներ"
"2024-05-31",2024,5,"NET INTERNATIONAL RESERVES 1",926820.548637124,"Զուտ միջազգային պահուստներ"
"2024-06-30",2024,6,"NET INTERNATIONAL RESERVES 1",988499.136551989,"Զուտ միջազգային պահուստներ"
"2024-07-31",2024,7,"NET INTERNATIONAL RESERVES 1",1011279.8879208271,"Զուտ միջազգային պահուստներ"
"2024-08-31",2024,8,"NET INTERNATIONAL RESERVES 1",1081889.786697558,"Զուտ միջազգային պահուստներ"
"2024-09-30",2024,9,"NET INTERNATIONAL RESERVES 1",1066379.091701025,"Զուտ միջազգային պահուստներ"
"2024-10-31",2024,10,"NET INTERNATIONAL RESERVES 1",1074200.0022660706,"Զուտ միջազգային պահուստներ"
"2024-11-30",2024,11,"NET INTERNATIONAL RESERVES 1",1083955.8238674009,"Զուտ միջազգային պահուստներ"
"2024-12-31",2024,12,"NET INTERNATIONAL RESERVES 1",1139532.031125471,"Զուտ միջազգային պահուստներ"
"2025-01-31",2025,1,"NET INTERNATIONAL RESERVES 1",1013885.5107249941,"Զուտ միջազգային պահուստներ"
"2025-02-28",2025,2,"NET INTERNATIONAL RESERVES 1",1013641.9026126892,"Զուտ միջազգային պահուստներ"
"2003-01-31",2003,1,"NET DOMESTIC ASSETS",-32788.88027922335,"Զուտ ներքին ակտիվներ"
"2003-02-28",2003,2,"NET DOMESTIC ASSETS",-27415.660693597878,"Զուտ ներքին ակտիվներ"
"2003-03-31",2003,3,"NET DOMESTIC ASSETS",-23945.14319695288,"Զուտ ներքին ակտիվներ"
"2003-04-30",2003,4,"NET DOMESTIC ASSETS",-34721.13667001133,"Զուտ ներքին ակտիվներ"
"2003-05-31",2003,5,"NET DOMESTIC ASSETS",-35767.90968502298,"Զուտ ներքին ակտիվներ"
"2003-06-30",2003,6,"NET DOMESTIC ASSETS",-35227.544000163994,"Զուտ ներքին ակտիվներ"
"2003-07-31",2003,7,"NET DOMESTIC ASSETS",-33270.793951698986,"Զուտ ներքին ակտիվներ"
"2003-08-31",2003,8,"NET DOMESTIC ASSETS",-37531.5887552723,"Զուտ ներքին ակտիվներ"
"2003-09-30",2003,9,"NET DOMESTIC ASSETS",-36513.48375858989,"Զուտ ներքին ակտիվներ"
"2003-10-31",2003,10,"NET DOMESTIC ASSETS",-30790,"Զուտ ներքին ակտիվներ"
"2003-11-30",2003,11,"NET DOMESTIC ASSETS",-34810.78451334758,"Զուտ ներքին ակտիվներ"
"2003-12-31",2003,12,"NET DOMESTIC ASSETS",-35517.033977532,"Զուտ ներքին ակտիվներ"
"2004-01-31",2004,1,"NET DOMESTIC ASSETS",-49613.55743276002,"Զուտ ներքին ակտիվներ"
"2004-02-29",2004,2,"NET DOMESTIC ASSETS",-49458.16148225861,"Զուտ ներքին ակտիվներ"
"2004-03-31",2004,3,"NET DOMESTIC ASSETS",-41334.562711492006,"Զուտ ներքին ակտիվներ"
"2004-04-30",2004,4,"NET DOMESTIC ASSETS",-32281.502298069798,"Զուտ ներքին ակտիվներ"
"2004-05-31",2004,5,"NET DOMESTIC ASSETS",-27252.891812946007,"Զուտ ներքին ակտիվներ"
"2004-06-30",2004,6,"NET DOMESTIC ASSETS",-26573.83152351022,"Զուտ ներքին ակտիվներ"
"2004-07-31",2004,7,"NET DOMESTIC ASSETS",-21020.04932164357,"Զուտ ներքին ակտիվներ"
"2004-08-31",2004,8,"NET DOMESTIC ASSETS",-20329.34337143399,"Զուտ ներքին ակտիվներ"
"2004-09-30",2004,9,"NET DOMESTIC ASSETS",-17238.12305334762,"Զուտ ներքին ակտիվներ"
"2004-10-31",2004,10,"NET DOMESTIC ASSETS",-17192.633880833586,"Զուտ ներքին ակտիվներ"
"2004-11-30",2004,11,"NET DOMESTIC ASSETS",-20421.96637541399,"Զուտ ներքին ակտիվներ"
"2004-12-31",2004,12,"NET DOMESTIC ASSETS",-16848.158972291218,"Զուտ ներքին ակտիվներ"
"2005-01-31",2005,1,"NET DOMESTIC ASSETS",-38991.26710330938,"Զուտ ներքին ակտիվներ"
"2005-02-28",2005,2,"NET DOMESTIC ASSETS",-42777.61079355262,"Զուտ ներքին ակտիվներ"
"2005-03-31",2005,3,"NET DOMESTIC ASSETS",-37012.45689167638,"Զուտ ներքին ակտիվներ"
"2005-04-30",2005,4,"NET DOMESTIC ASSETS",-32025.572504561016,"Զուտ ներքին ակտիվներ"
"2005-05-31",2005,5,"NET DOMESTIC ASSETS",-27604.880219055398,"Զուտ ներքին ակտիվներ"
"2005-06-30",2005,6,"NET DOMESTIC ASSETS",-29706.029120416206,"Զուտ ներքին ակտիվներ"
"2005-07-31",2005,7,"NET DOMESTIC ASSETS",-25863.634329683817,"Զուտ ներքին ակտիվներ"
"2005-08-31",2005,8,"NET DOMESTIC ASSETS",-37509.01376089116,"Զուտ ներքին ակտիվներ"
"2005-09-30",2005,9,"NET DOMESTIC ASSETS",-28746.71442684799,"Զուտ ներքին ակտիվներ"
"2005-10-31",2005,10,"NET DOMESTIC ASSETS",-24633.1,"Զուտ ներքին ակտիվներ"
"2005-11-30",2005,11,"NET DOMESTIC ASSETS",-18776.767389723973,"Զուտ ներքին ակտիվներ"
"2005-12-31",2005,12,"NET DOMESTIC ASSETS",-11991.462047088193,"Զուտ ներքին ակտիվներ"
"2006-01-31",2006,1,"NET DOMESTIC ASSETS",-29261.857145383197,"Զուտ ներքին ակտիվներ"
"2006-02-28",2006,2,"NET DOMESTIC ASSETS",-26304.65907472337,"Զուտ ներքին ակտիվներ"
"2006-03-31",2006,3,"NET DOMESTIC ASSETS",-26479.504123590537,"Զուտ ներքին ակտիվներ"
"2006-04-30",2006,4,"NET DOMESTIC ASSETS",-33334.02328643319,"Զուտ ներքին ակտիվներ"
"2006-05-31",2006,5,"NET DOMESTIC ASSETS",-47659.20367919479,"Զուտ ներքին ակտիվներ"
"2006-06-30",2006,6,"NET DOMESTIC ASSETS",-38816.56907164719,"Զուտ ներքին ակտիվներ"
"2006-07-31",2006,7,"NET DOMESTIC ASSETS",-16135.467514486605,"Զուտ ներքին ակտիվներ"
"2006-08-31",2006,8,"NET DOMESTIC ASSETS",-6588.881458746182,"Զուտ ներքին ակտիվներ"
"2006-09-30",2006,9,"NET DOMESTIC ASSETS",-7397.393230707996,"Զուտ ներքին ակտիվներ"
"2006-10-31",2006,10,"NET DOMESTIC ASSETS",-25321.172223966947,"Զուտ ներքին ակտիվներ"
"2006-11-30",2006,11,"NET DOMESTIC ASSETS",-31021.582317097054,"Զուտ ներքին ակտիվներ"
"2006-12-31",2006,12,"NET DOMESTIC ASSETS",-38865.595087089925,"Զուտ ներքին ակտիվներ"
"2007-01-31",2007,1,"NET DOMESTIC ASSETS",-60748.72199098719,"Զուտ ներքին ակտիվներ"
"2007-02-28",2007,2,"NET DOMESTIC ASSETS",-60410.18228953201,"Զուտ ներքին ակտիվներ"
"2007-03-31",2007,3,"NET DOMESTIC ASSETS",-53003.73099381197,"Զուտ ներքին ակտիվներ"
"2007-04-30",2007,4,"NET DOMESTIC ASSETS",-63561.49697932787,"Զուտ ներքին ակտիվներ"
"2007-05-31",2007,5,"NET DOMESTIC ASSETS",-57044.52421055606,"Զուտ ներքին ակտիվներ"
"2007-06-30",2007,6,"NET DOMESTIC ASSETS",-65477.68214497302,"Զուտ ներքին ակտիվներ"
"2007-07-31",2007,7,"NET DOMESTIC ASSETS",-63554.86,"Զուտ ներքին ակտիվներ"
"2007-08-31",2007,8,"NET DOMESTIC ASSETS",-52232.08658035891,"Զուտ ներքին ակտիվներ"
"2007-09-30",2007,9,"NET DOMESTIC ASSETS",-51502.09324706398,"Զուտ ներքին ակտիվներ"
"2007-10-31",2007,10,"NET DOMESTIC ASSETS",-38889.65045148297,"Զուտ ներքին ակտիվներ"
"2007-11-30",2007,11,"NET DOMESTIC ASSETS",-48803.88,"Զուտ ներքին ակտիվներ"
"2007-12-31",2007,12,"NET DOMESTIC ASSETS",-18830.169788195984,"Զուտ ներքին ակտիվներ"
"2008-01-31",2008,1,"NET DOMESTIC ASSETS",-47454.39991281903,"Զուտ ներքին ակտիվներ"
"2008-02-29",2008,2,"NET DOMESTIC ASSETS",-49641.702797284,"Զուտ ներքին ակտիվներ"
"2008-03-31",2008,3,"NET DOMESTIC ASSETS",-51006.86911138904,"Զուտ ներքին ակտիվներ"
"2008-04-30",2008,4,"NET DOMESTIC ASSETS",-25910.955331219884,"Զուտ ներքին ակտիվներ"
"2008-05-31",2008,5,"NET DOMESTIC ASSETS",-18270.360064383887,"Զուտ ներքին ակտիվներ"
"2008-06-30",2008,6,"NET DOMESTIC ASSETS",-5922.924755358952,"Զուտ ներքին ակտիվներ"
"2008-07-31",2008,7,"NET DOMESTIC ASSETS",2797.68,"Զուտ ներքին ակտիվներ"
"2008-08-31",2008,8,"NET DOMESTIC ASSETS",3945.2789608250023,"Զուտ ներքին ակտիվներ"
"2008-09-30",2008,9,"NET DOMESTIC ASSETS",15917.18,"Զուտ ներքին ակտիվներ"
"2008-10-31",2008,10,"NET DOMESTIC ASSETS",34413.97,"Զուտ ներքին ակտիվներ"
"2008-11-30",2008,11,"NET DOMESTIC ASSETS",16581.75060348329,"Զուտ ներքին ակտիվներ"
"2008-12-31",2008,12,"NET DOMESTIC ASSETS",72196.10629857372,"Զուտ ներքին ակտիվներ"
"2009-01-31",2009,1,"NET DOMESTIC ASSETS",68079.29853662389,"Զուտ ներքին ակտիվներ"
"2009-02-28",2009,2,"NET DOMESTIC ASSETS",98293.52804549993,"Զուտ ներքին ակտիվներ"
"2009-03-31",2009,3,"NET DOMESTIC ASSETS",51233.15143528604,"Զուտ ներքին ակտիվներ"
"2009-04-30",2009,4,"NET DOMESTIC ASSETS",75592.89490343694,"Զուտ ներքին ակտիվներ"
"2009-05-31",2009,5,"NET DOMESTIC ASSETS",89780.261016367,"Զուտ ներքին ակտիվներ"
"2009-06-30",2009,6,"NET DOMESTIC ASSETS",-80484.99636353482,"Զուտ ներքին ակտիվներ"
"2009-07-31",2009,7,"NET DOMESTIC ASSETS",-127737.28976813203,"Զուտ ներքին ակտիվներ"
"2009-08-31",2009,8,"NET DOMESTIC ASSETS",-119086.73081204004,"Զուտ ներքին ակտիվներ"
"2009-09-30",2009,9,"NET DOMESTIC ASSETS",-87853.62305543089,"Զուտ ներքին ակտիվներ"
"2009-10-31",2009,10,"NET DOMESTIC ASSETS",-133221.362541323,"Զուտ ներքին ակտիվներ"
"2009-11-30",2009,11,"NET DOMESTIC ASSETS",-97480.93550565286,"Զուտ ներքին ակտիվներ"
"2009-12-31",2009,12,"NET DOMESTIC ASSETS",-3681.994783713424,"Զուտ ներքին ակտիվներ"
"2010-01-31",2010,1,"NET DOMESTIC ASSETS",-3681.994783713424,"Զուտ ներքին ակտիվներ"
"2010-02-28",2010,2,"NET DOMESTIC ASSETS",-24272.28427935997,"Զուտ ներքին ակտիվներ"
"2010-03-31",2010,3,"NET DOMESTIC ASSETS",-38344.89771018032,"Զուտ ներքին ակտիվներ"
"2010-04-30",2010,4,"NET DOMESTIC ASSETS",-5362.27016044996,"Զուտ ներքին ակտիվներ"
"2010-05-31",2010,5,"NET DOMESTIC ASSETS",6097.507027263055,"Զուտ ներքին ակտիվներ"
"2010-06-30",2010,6,"NET DOMESTIC ASSETS",17068.82757426414,"Զուտ ներքին ակտիվներ"
"2010-07-31",2010,7,"NET DOMESTIC ASSETS",5339.218753091234,"Զուտ ներքին ակտիվներ"
"2010-08-31",2010,8,"NET DOMESTIC ASSETS",12484.428148258943,"Զուտ ներքին ակտիվներ"
"2010-09-30",2010,9,"NET DOMESTIC ASSETS",18889.278206944,"Զուտ ներքին ակտիվներ"
"2010-10-31",2010,10,"NET DOMESTIC ASSETS",33219.74261024891,"Զուտ ներքին ակտիվներ"
"2010-11-30",2010,11,"NET DOMESTIC ASSETS",45773.63415186398,"Զուտ ներքին ակտիվներ"
"2010-12-31",2010,12,"NET DOMESTIC ASSETS",83795.41856306122,"Զուտ ներքին ակտիվներ"
"2011-01-31",2011,1,"NET DOMESTIC ASSETS",61513.95259692194,"Զուտ ներքին ակտիվներ"
"2011-02-28",2011,2,"NET DOMESTIC ASSETS",86853.63744348905,"Զուտ ներքին ակտիվներ"
"2011-03-31",2011,3,"NET DOMESTIC ASSETS",99031.47252800193,"Զուտ ներքին ակտիվներ"
"2011-04-30",2011,4,"NET DOMESTIC ASSETS",117833.75763116794,"Զուտ ներքին ակտիվներ"
"2011-05-31",2011,5,"NET DOMESTIC ASSETS",116624.83271509898,"Զուտ ներքին ակտիվներ"
"2011-06-30",2011,6,"NET DOMESTIC ASSETS",127173.3760327439,"Զուտ ներքին ակտիվներ"
"2011-07-31",2011,7,"NET DOMESTIC ASSETS",119378.80462616804,"Զուտ ներքին ակտիվներ"
"2011-08-31",2011,8,"NET DOMESTIC ASSETS",120541.90703145182,"Զուտ ներքին ակտիվներ"
"2011-09-30",2011,9,"NET DOMESTIC ASSETS",113360.32457562798,"Զուտ ներքին ակտիվներ"
"2011-10-31",2011,10,"NET DOMESTIC ASSETS",127710.625798858,"Զուտ ներքին ակտիվներ"
"2011-11-30",2011,11,"NET DOMESTIC ASSETS",149866.44268070813,"Զուտ ներքին ակտիվներ"
"2011-12-31",2011,12,"NET DOMESTIC ASSETS",216701.0166018441,"Զուտ ներքին ակտիվներ"
"2012-01-31",2012,1,"NET DOMESTIC ASSETS",198067.69496035093,"Զուտ ներքին ակտիվներ"
"2012-02-29",2012,2,"NET DOMESTIC ASSETS",178787.248664119,"Զուտ ներքին ակտիվներ"
"2012-03-31",2012,3,"NET DOMESTIC ASSETS",184868.4967112532,"Զուտ ներքին ակտիվներ"
"2012-04-30",2012,4,"NET DOMESTIC ASSETS",227731.5805243872,"Զուտ ներքին ակտիվներ"
"2012-05-31",2012,5,"NET DOMESTIC ASSETS",204259.67292828392,"Զուտ ներքին ակտիվներ"
"2012-06-30",2012,6,"NET DOMESTIC ASSETS",176921.259584176,"Զուտ ներքին ակտիվներ"
"2012-07-31",2012,7,"NET DOMESTIC ASSETS",221395.5056815659,"Զուտ ներքին ակտիվներ"
"2012-08-31",2012,8,"NET DOMESTIC ASSETS",206743.89068099408,"Զուտ ներքին ակտիվներ"
"2012-09-30",2012,9,"NET DOMESTIC ASSETS",213396.17938342405,"Զուտ ներքին ակտիվներ"
"2012-10-31",2012,10,"NET DOMESTIC ASSETS",243826.34307893104,"Զուտ ներքին ակտիվներ"
"2012-11-30",2012,11,"NET DOMESTIC ASSETS",233901.07657585997,"Զուտ ներքին ակտիվներ"
"2012-12-31",2012,12,"NET DOMESTIC ASSETS",252928.99240209238,"Զուտ ներքին ակտիվներ"
"2013-01-31",2013,1,"NET DOMESTIC ASSETS",236236.38700320042,"Զուտ ներքին ակտիվներ"
"2013-02-28",2013,2,"NET DOMESTIC ASSETS",249868.0570093529,"Զուտ ներքին ակտիվներ"
"2013-03-31",2013,3,"NET DOMESTIC ASSETS",246672.860363891,"Զուտ ներքին ակտիվներ"
