date,direction,type,model_name,K_USD,period,ribbon_low,interval,ribbon_high
2017-11-30,Net inflow,total,Actual Data,789687.8799999999,YoY,NA,0.5,NA
2017-12-31,Net inflow,total,Actual Data,766684.0999999999,YoY,NA,0.5,NA
2018-01-31,Net inflow,total,Actual Data,745328.0599999999,YoY,NA,0.5,NA
2018-02-28,Net inflow,total,Actual Data,737884.72,YoY,NA,0.5,NA
2018-03-31,Net inflow,total,Actual Data,722111.39,YoY,NA,0.5,NA
2018-04-30,Net inflow,total,Actual Data,730779.9400000001,YoY,NA,0.5,NA
2018-05-31,Net inflow,total,Actual Data,702364.7400000001,YoY,NA,0.5,NA
2018-06-30,Net inflow,total,Actual Data,722819.81,YoY,NA,0.5,NA
2018-07-31,Net inflow,total,Actual Data,706422.2,YoY,NA,0.5,NA
2018-08-31,Net inflow,total,Actual Data,671246.6899999998,YoY,NA,0.5,NA
2018-09-30,Net inflow,total,Actual Data,653199.0299999999,YoY,NA,0.5,NA
2018-10-31,Net inflow,total,Actual Data,652866.96,YoY,NA,0.5,NA
2018-11-30,Net inflow,total,Actual Data,625744.5499999999,YoY,NA,0.5,NA
2018-12-31,Net inflow,total,Actual Data,596645.55,YoY,NA,0.5,NA
2019-01-31,Net inflow,total,Actual Data,594020.89,YoY,NA,0.5,NA
2019-02-28,Net inflow,total,Actual Data,613762.8800000001,YoY,NA,0.5,NA
2019-03-31,Net inflow,total,Actual Data,616604.68,YoY,NA,0.5,NA
2019-04-30,Net inflow,total,Actual Data,618939.6,YoY,NA,0.5,NA
2019-05-31,Net inflow,total,Actual Data,627415.4699999999,YoY,NA,0.5,NA
2019-06-30,Net inflow,total,Actual Data,574780.71,YoY,NA,0.5,NA
2019-07-31,Net inflow,total,Actual Data,537967.2100000001,YoY,NA,0.5,NA
2019-08-31,Net inflow,total,Actual Data,497971.22000000003,YoY,NA,0.5,NA
2019-09-30,Net inflow,total,Actual Data,481493.14,YoY,NA,0.5,NA
2019-10-31,Net inflow,total,Actual Data,495438.37999999995,YoY,NA,0.5,NA
2019-11-30,Net inflow,total,Actual Data,488605.2699999999,YoY,NA,0.5,NA
2019-12-31,Net inflow,total,Actual Data,504020.54999999993,YoY,NA,0.5,NA
2020-01-31,Net inflow,total,Actual Data,529083.0399999999,YoY,NA,0.5,NA
2020-02-29,Net inflow,total,Actual Data,499791.50999999995,YoY,NA,0.5,NA
2020-03-31,Net inflow,total,Actual Data,486554.11,YoY,NA,0.5,NA
2020-04-30,Net inflow,total,Actual Data,478080.51999999996,YoY,NA,0.5,NA
2020-05-31,Net inflow,total,Actual Data,458379.79,YoY,NA,0.5,NA
2020-06-30,Net inflow,total,Actual Data,466604.08999999997,YoY,NA,0.5,NA
2020-07-31,Net inflow,total,Actual Data,500638.42,YoY,NA,0.5,NA
2020-08-31,Net inflow,total,Actual Data,570122.3099999999,YoY,NA,0.5,NA
2020-09-30,Net inflow,total,Actual Data,599244.44,YoY,NA,0.5,NA
2020-10-31,Net inflow,total,Actual Data,624198.0499999999,YoY,NA,0.5,NA
2020-11-30,Net inflow,total,Actual Data,574522.1200000001,YoY,NA,0.5,NA
2020-12-31,Net inflow,total,Actual Data,574338.6,YoY,NA,0.5,NA
2021-01-31,Net inflow,total,Actual Data,563884.6,YoY,NA,0.5,NA
2021-02-28,Net inflow,total,Actual Data,577000.44,YoY,NA,0.5,NA
2021-03-31,Net inflow,total,Actual Data,616044.49,YoY,NA,0.5,NA
2021-04-30,Net inflow,total,Actual Data,664615.72,YoY,NA,0.5,NA
2021-05-31,Net inflow,total,Actual Data,706797.0799999998,YoY,NA,0.5,NA
2021-06-30,Net inflow,total,Actual Data,764446.3400000001,YoY,NA,0.5,NA
2021-07-31,Net inflow,total,Actual Data,787021.1399999999,YoY,NA,0.5,NA
2021-08-31,Net inflow,total,Actual Data,786390.9400000002,YoY,NA,0.5,NA
2021-09-30,Net inflow,total,Actual Data,814907.3600000001,YoY,NA,0.5,NA
2021-10-31,Net inflow,total,Actual Data,793648.6600000001,YoY,NA,0.5,NA
2021-11-30,Net inflow,total,Actual Data,871703.1400000001,YoY,NA,0.5,NA
2021-12-31,Net inflow,total,Actual Data,883314.5300000001,YoY,NA,0.5,NA
2022-01-31,Net inflow,total,Actual Data,891462.7600000001,YoY,NA,0.5,NA
2022-02-28,Net inflow,total,Actual Data,916649.31,YoY,NA,0.5,NA
2022-03-31,Net inflow,total,Actual Data,944523.8,YoY,NA,0.5,NA
2022-04-30,Net inflow,total,Actual Data,1037007.22,YoY,NA,0.5,NA
2022-05-31,Net inflow,total,Actual Data,1227833.78,YoY,NA,0.5,NA
2022-06-30,Net inflow,total,Actual Data,1494356.84,YoY,NA,0.5,NA
2022-07-31,Net inflow,total,Actual Data,1529043.4900000002,YoY,NA,0.5,NA
2022-08-31,Net inflow,total,Actual Data,1727498.8100000003,YoY,NA,0.5,NA
2022-09-30,Net inflow,total,Actual Data,1942639.9900000005,YoY,NA,0.5,NA
2022-10-31,Net inflow,total,Actual Data,2196786.74,YoY,NA,0.5,NA
2022-11-30,Net inflow,total,Actual Data,2359068.83,YoY,NA,0.5,NA
2022-12-31,Net inflow,total,Actual Data,2583644.210000001,YoY,NA,0.5,NA
2023-01-31,Net inflow,total,Actual Data,2713379.3500000006,YoY,NA,0.5,NA
2023-02-28,Net inflow,total,Actual Data,2989402.5599999996,YoY,NA,0.5,NA
2023-03-31,Net inflow,total,Actual Data,2946539.9499999997,YoY,NA,0.5,NA
2023-04-30,Net inflow,total,Actual Data,2946506.31,YoY,NA,0.5,NA
2023-05-31,Net inflow,total,Actual Data,2724962.82,YoY,NA,0.5,NA
2023-06-30,Net inflow,total,Actual Data,2487403.5599999996,YoY,NA,0.5,NA
2023-07-31,Net inflow,total,Actual Data,2485356.13,YoY,NA,0.5,NA
2023-08-31,Net inflow,total,Actual Data,2396543.2699999996,YoY,NA,0.5,NA
2023-09-30,Net inflow,total,Actual Data,2184491.4699999997,YoY,NA,0.5,NA
2023-10-31,Net inflow,total,Actual Data,1982952.2099999997,YoY,NA,0.5,NA
2023-11-30,Net inflow,total,Actual Data,1797255.6099999999,YoY,NA,0.5,NA
2023-12-31,Net inflow,total,Actual Data,1654712.6700000002,YoY,NA,0.5,NA
2024-01-31,Net inflow,total,Actual Data,1517343.25,YoY,NA,0.5,NA
2024-02-29,Net inflow,total,Actual Data,1306260.06,YoY,NA,0.5,NA
2024-03-31,Net inflow,total,Actual Data,1380083.2300000002,YoY,NA,0.5,NA
2024-04-30,Net inflow,total,Actual Data,1262488.93,YoY,NA,0.5,NA
2024-05-31,Net inflow,total,Actual Data,1336780.93,YoY,NA,0.5,NA
2024-06-30,Net inflow,total,Actual Data,1352437.0899999999,YoY,NA,0.5,NA
2024-07-31,Net inflow,total,Forecast auto.arima,1350855.0830564797,YoY,1320304.9420942133,0.5,1381405.224018746
2024-08-31,Net inflow,total,Forecast auto.arima,1288663.9578942717,YoY,1225095.5250971636,0.5,1352232.3906913793
2024-09-30,Net inflow,total,Forecast auto.arima,1326910.807444999,YoY,1223011.322468209,0.5,1430810.2924217894
2024-10-31,Net inflow,total,Forecast auto.arima,1339677.8664150692,YoY,1192055.0603503634,0.5,1487300.672479775
2024-11-30,Net inflow,total,Forecast auto.arima,1436474.5722003405,YoY,1240523.9527237506,0.5,1632425.1916769298
2024-12-31,Net inflow,total,Forecast auto.arima,1414596.9501050385,YoY,1166932.96799814,0.5,1662260.9322119365
2025-01-31,Net inflow,total,Forecast auto.arima,1518614.2245393011,YoY,1215614.4242840563,0.5,1821614.0247945455
2025-02-28,Net inflow,total,Forecast auto.arima,1534766.9410049876,YoY,1173282.3442986652,0.5,1896251.5377113097
2025-03-31,Net inflow,total,Forecast auto.arima,1547057.6755676037,YoY,1123960.7933408092,0.5,1970154.5577943982
2025-04-30,Net inflow,total,Forecast auto.arima,1635205.7456677328,YoY,1147599.2582023002,0.5,2122812.2331331656
2025-05-31,Net inflow,total,Forecast auto.arima,1650395.7060130388,YoY,1095462.419782227,0.5,2205328.9922438497
2025-06-30,Net inflow,total,Forecast auto.arima,1641433.7660574378,YoY,1016495.0182389752,0.5,2266372.5138759003
2025-07-31,Net inflow,total,Forecast auto.arima,1646721.230010075,YoY,979732.9050015138,0.5,2313709.555018636
2025-08-31,Net inflow,total,Forecast auto.arima,1643601.6738437822,YoY,934535.4282639626,0.5,2352667.919423602
2025-09-30,Net inflow,total,Forecast auto.arima,1645442.1839185224,YoY,899189.960098272,0.5,2391694.407738773
2025-10-31,Net inflow,total,Forecast auto.arima,1644356.2995315627,YoY,861965.5788027026,0.5,2426747.020260424
2025-11-30,Net inflow,total,Forecast auto.arima,1644996.961551307,YoY,828792.8162938138,0.5,2461201.1068088003
2025-12-31,Net inflow,total,Forecast auto.arima,1644618.9767230218,YoY,795769.9895613631,0.5,2493467.9638846805
2026-01-31,Net inflow,total,Forecast auto.arima,1644841.9843713772,YoY,764809.9246283284,0.5,2524874.0441144262
2026-02-28,Net inflow,total,Forecast auto.arima,1644710.4118650132,YoY,734536.5257846704,0.5,2554884.2979453565
2026-03-31,Net inflow,total,Forecast auto.arima,1644788.038460148,YoY,705540.8892153102,0.5,2584035.1877049864
2026-04-30,Net inflow,total,Forecast auto.arima,1644742.2394673433,YoY,677306.0378406508,0.5,2612178.441094036
2026-05-31,Net inflow,total,Forecast auto.arima,1644769.2604610927,YoY,649990.8331972524,0.5,2639547.6877249335
2026-06-30,Net inflow,total,Forecast auto.arima,1644753.3183178601,YoY,623381.175929809,0.5,2666125.4607059117
2024-07-31,Net inflow,total,Forecast bats,1340396.633877178,YoY,1315376.5934455565,0.5,1365416.6743087992
2024-08-31,Net inflow,total,Forecast bats,1300627.2296621804,YoY,1248436.894300099,0.5,1352817.5650242616
2024-09-30,Net inflow,total,Forecast bats,1333086.001282772,YoY,1249889.2200744573,0.5,1416282.7824910867
2024-10-31,Net inflow,total,Forecast bats,1341960.5154594807,YoY,1225908.4849112264,0.5,1458012.5460077352
2024-11-30,Net inflow,total,Forecast bats,1387513.2116336704,YoY,1235473.9731163844,0.5,1539552.4501509566
2024-12-31,Net inflow,total,Forecast bats,1370387.4444690312,YoY,1180686.4916403377,0.5,1560088.3972977244
2025-01-31,Net inflow,total,Forecast bats,1392447.9429909003,YoY,1162404.9597329684,0.5,1622490.926248832
2025-02-28,Net inflow,total,Forecast bats,1376700.315236424,YoY,1104758.41909265,0.5,1648642.2113801981
2025-03-31,Net inflow,total,Forecast bats,1320791.6742054059,YoY,1004589.9382135211,0.5,1636993.4101972906
2025-04-30,Net inflow,total,Forecast bats,1369879.9891923175,YoY,1007948.7514921427,0.5,1731811.2268924923
2025-05-31,Net inflow,total,Forecast bats,1363627.405448937,YoY,953845.4298836294,0.5,1773409.3810142442
2025-06-30,Net inflow,total,Forecast bats,1362662.9693645781,YoY,903629.537214535,0.5,1821696.4015146215
2025-07-31,Net inflow,total,Forecast bats,1361175.1937413907,YoY,876555.8937586768,0.5,1845794.4937241045
2025-08-31,Net inflow,total,Forecast bats,1362569.7129591515,YoY,853089.8288921312,0.5,1872049.5970261719
2025-09-30,Net inflow,total,Forecast bats,1361262.604670512,YoY,829027.1485826082,0.5,1893498.0607584151
2025-10-31,Net inflow,total,Forecast bats,1362487.7811015504,YoY,807982.2676264693,0.5,1916993.294576631
2025-11-30,Net inflow,total,Forecast bats,1361339.4008944798,YoY,786079.0492909731,0.5,1936599.7524979857
2025-12-31,Net inflow,total,Forecast bats,1362415.798600624,YoY,766765.0935799426,0.5,1958066.5036213044
2026-01-31,Net inflow,total,Forecast bats,1361406.8714050325,YoY,746525.4683285292,0.5,1976288.2744815352
2026-02-28,Net inflow,total,Forecast bats,1362352.5572609138,YoY,728534.1756044709,0.5,1996170.9389173565
2026-03-31,Net inflow,total,Forecast bats,1361466.1486658019,YoY,709632.962872062,0.5,2013299.3344595416
2026-04-30,Net inflow,total,Forecast bats,1362296.9956036108,YoY,692697.3279528854,0.5,2031896.663254336
2026-05-31,Net inflow,total,Forecast bats,1361518.2276202303,YoY,674905.2688714378,0.5,2048131.1863690228
2026-06-30,Net inflow,total,Forecast bats,1362248.1810500855,YoY,658839.0726512731,0.5,2065657.2894488983
2024-07-31,Net inflow,total,Forecast ets,1353821.679818153,YoY,1324817.1168727302,0.5,1382826.2427635756
2024-08-31,Net inflow,total,Forecast ets,1300087.5554173351,YoY,1239303.4083760607,0.5,1360871.7024586096
2024-09-30,Net inflow,total,Forecast ets,1333669.7985037551,YoY,1238554.6267332993,0.5,1428784.9702742107
2024-10-31,Net inflow,total,Forecast ets,1343040.5506687374,YoY,1211219.8404523472,0.5,1474861.2608851276
2024-11-30,Net inflow,total,Forecast ets,1399435.6693238094,YoY,1228679.450297898,0.5,1570191.888349721
2024-12-31,Net inflow,total,Forecast ets,1372616.3222226556,YoY,1160815.6012518227,0.5,1584417.0431934888
2025-01-31,Net inflow,total,Forecast ets,1410687.1842724779,YoY,1155836.1620999463,0.5,1665538.2064450097
2025-02-28,Net inflow,total,Forecast ets,1385703.812294665,YoY,1085886.072127518,0.5,1685521.5524618127
2025-03-31,Net inflow,total,Forecast ets,1347769.6495798943,YoY,1001147.1765232446,0.5,1694392.1226365436
2025-04-30,Net inflow,total,Forecast ets,1398145.9202296927,YoY,1002950.2002720179,0.5,1793341.6401873676
2025-05-31,Net inflow,total,Forecast ets,1388582.8039066973,YoY,943107.4895974541,0.5,1834058.1182159411
2025-06-30,Net inflow,total,Forecast ets,1385037.2110702114,YoY,887631.2674809983,0.5,1882443.1546594247
2025-07-31,Net inflow,total,Forecast ets,1385037.2110702114,YoY,863105.768301817,0.5,1906968.653838606
2025-08-31,Net inflow,total,Forecast ets,1385037.2110702116,YoY,839802.2801820207,0.5,1930272.1419584025
2025-09-30,Net inflow,total,Forecast ets,1385037.2110702116,YoY,817539.8234988995,0.5,1952534.5986415236
2025-10-31,Net inflow,total,Forecast ets,1385037.2110702116,YoY,796180.7476602719,0.5,1973893.6744801512
2025-11-30,Net inflow,total,Forecast ets,1385037.2110702116,YoY,775616.8722236912,0.5,1994457.549916732
2025-12-31,Net inflow,total,Forecast ets,1385037.2110702116,YoY,755761.0127631526,0.5,2014313.4093772706
2026-01-31,Net inflow,total,Forecast ets,1385037.2110702116,YoY,736541.4872992345,0.5,2033532.9348411886
2026-02-28,Net inflow,total,Forecast ets,1385037.2110702114,YoY,717898.3899614954,0.5,2052176.0321789274
2026-03-31,Net inflow,total,Forecast ets,1385037.2110702116,YoY,699780.9702352175,0.5,2070293.4519052054
2026-04-30,Net inflow,total,Forecast ets,1385037.2110702116,YoY,682145.7343419895,0.5,2087928.6877984335
2026-05-31,Net inflow,total,Forecast ets,1385037.2110702114,YoY,664955.0353225695,0.5,2105119.3868178534
2026-06-30,Net inflow,total,Forecast ets,1385037.2110702114,YoY,648176.1810007638,0.5,2121898.241139659
2024-07-31,Net inflow,total,Forecast stlm,1333271.708078483,YoY,1307265.8237557255,0.5,1359277.5924012403
2024-08-31,Net inflow,total,Forecast stlm,1276141.7189221713,YoY,1221253.5263068033,0.5,1331029.9115375392
2024-09-30,Net inflow,total,Forecast stlm,1303042.3392223406,YoY,1216657.0126864046,0.5,1389427.6657582764
2024-10-31,Net inflow,total,Forecast stlm,1311505.4794030688,YoY,1191209.2230935195,0.5,1431801.7357126183
2024-11-30,Net inflow,total,Forecast stlm,1352523.6181162372,YoY,1196063.3898039928,0.5,1508983.8464284816
2024-12-31,Net inflow,total,Forecast stlm,1326576.8374031628,YoY,1131831.957023641,0.5,1521321.717782685
2025-01-31,Net inflow,total,Forecast stlm,1360327.589724774,YoY,1125288.8351605418,0.5,1595366.3442890062
2025-02-28,Net inflow,total,Forecast stlm,1347755.5503516954,YoY,1070509.2371076008,0.5,1625001.8635957902
2025-03-31,Net inflow,total,Forecast stlm,1300193.0218775307,YoY,978908.5465167582,0.5,1621477.497238303
2025-04-30,Net inflow,total,Forecast stlm,1344204.1123972633,YoY,977123.988383856,0.5,1711284.2364106704
2025-05-31,Net inflow,total,Forecast stlm,1331628.6638930426,YoY,917060.4029566485,0.5,1746196.9248294362
2025-06-30,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,868965.7977256348,0.5,1796347.0112884494
2025-07-31,Net inflow,total,Forecast stlm,1332656.4045070424,YoY,844267.7712108848,0.5,1821045.0378031994
2025-08-31,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,820912.4657838906,0.5,1844400.3432301935
2025-09-30,Net inflow,total,Forecast stlm,1332656.4045070424,YoY,798682.0462516961,0.5,1866630.7627623882
2025-10-31,Net inflow,total,Forecast stlm,1332656.4045070424,YoY,777415.7006946068,0.5,1887897.1083194774
2025-11-30,Net inflow,total,Forecast stlm,1332656.404507042,YoY,756989.8023509142,0.5,1908323.0066631697
2025-12-31,Net inflow,total,Forecast stlm,1332656.404507042,YoY,737306.4016759981,0.5,1928006.4073380863
2026-01-31,Net inflow,total,Forecast stlm,1332656.404507042,YoY,718286.0545337575,0.5,1947026.7544803265
2026-02-28,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,699863.1046843055,0.5,1965449.7043297787
2026-03-31,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,681982.4467425871,0.5,1983330.3622714975
2026-04-30,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,664597.2281146534,0.5,2000715.580899431
2026-05-31,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,647667.1711540363,0.5,2017645.637860048
2026-06-30,Net inflow,total,Forecast stlm,1332656.4045070421,YoY,631157.3189852216,0.5,2034155.4900288628
2013-01-31,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-02-28,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-03-31,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-04-30,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-05-31,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-06-30,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-07-31,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-08-31,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-09-30,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-10-31,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-11-30,Outflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-12-31,Outflow,non-commercial,Actual Data,324213.15,YoY,NA,0.5,NA
2014-01-31,Outflow,non-commercial,Actual Data,324528.39999999997,YoY,NA,0.5,NA
2014-02-28,Outflow,non-commercial,Actual Data,329938.76999999996,YoY,NA,0.5,NA
2014-03-31,Outflow,non-commercial,Actual Data,335458.39999999997,YoY,NA,0.5,NA
2014-04-30,Outflow,non-commercial,Actual Data,336740.04000000004,YoY,NA,0.5,NA
2014-05-31,Outflow,non-commercial,Actual Data,337232.16,YoY,NA,0.5,NA
2014-06-30,Outflow,non-commercial,Actual Data,341049.02999999997,YoY,NA,0.5,NA
2014-07-31,Outflow,non-commercial,Actual Data,344926.83,YoY,NA,0.5,NA
2014-08-31,Outflow,non-commercial,Actual Data,347598.42000000004,YoY,NA,0.5,NA
2014-09-30,Outflow,non-commercial,Actual Data,345585.22000000003,YoY,NA,0.5,NA
2014-10-31,Outflow,non-commercial,Actual Data,343893.50000000006,YoY,NA,0.5,NA
2014-11-30,Outflow,non-commercial,Actual Data,341782.54000000004,YoY,NA,0.5,NA
2014-12-31,Outflow,non-commercial,Actual Data,339567.7,YoY,NA,0.5,NA
2015-01-31,Outflow,non-commercial,Actual Data,336051.94,YoY,NA,0.5,NA
2015-02-28,Outflow,non-commercial,Actual Data,333575.54,YoY,NA,0.5,NA
2015-03-31,Outflow,non-commercial,Actual Data,334584.49,YoY,NA,0.5,NA
2015-04-30,Outflow,non-commercial,Actual Data,331046.42,YoY,NA,0.5,NA
2015-05-31,Outflow,non-commercial,Actual Data,327392.75,YoY,NA,0.5,NA
2015-06-30,Outflow,non-commercial,Actual Data,323190.27999999997,YoY,NA,0.5,NA
2015-07-31,Outflow,non-commercial,Actual Data,319580.9,YoY,NA,0.5,NA
2015-08-31,Outflow,non-commercial,Actual Data,317299.83999999997,YoY,NA,0.5,NA
2015-09-30,Outflow,non-commercial,Actual Data,320336.7400000001,YoY,NA,0.5,NA
2015-10-31,Outflow,non-commercial,Actual Data,321300.11000000004,YoY,NA,0.5,NA
2015-11-30,Outflow,non-commercial,Actual Data,321514.10000000003,YoY,NA,0.5,NA
2015-12-31,Outflow,non-commercial,Actual Data,321547.4900000001,YoY,NA,0.5,NA
2016-01-31,Outflow,non-commercial,Actual Data,321492.97000000003,YoY,NA,0.5,NA
2016-02-29,Outflow,non-commercial,Actual Data,318109.52999999997,YoY,NA,0.5,NA
2016-03-31,Outflow,non-commercial,Actual Data,311205.17999999993,YoY,NA,0.5,NA
2016-04-30,Outflow,non-commercial,Actual Data,308930.27999999997,YoY,NA,0.5,NA
2016-05-31,Outflow,non-commercial,Actual Data,311405.29,YoY,NA,0.5,NA
2016-06-30,Outflow,non-commercial,Actual Data,310165.72,YoY,NA,0.5,NA
2016-07-31,Outflow,non-commercial,Actual Data,305956.4,YoY,NA,0.5,NA
2016-08-31,Outflow,non-commercial,Actual Data,304981.6400000001,YoY,NA,0.5,NA
2016-09-30,Outflow,non-commercial,Actual Data,300375.42000000004,YoY,NA,0.5,NA
2016-10-31,Outflow,non-commercial,Actual Data,297106.30000000005,YoY,NA,0.5,NA
2016-11-30,Outflow,non-commercial,Actual Data,294946.94999999995,YoY,NA,0.5,NA
2016-12-31,Outflow,non-commercial,Actual Data,293888.37,YoY,NA,0.5,NA
2017-01-31,Outflow,non-commercial,Actual Data,292524.47,YoY,NA,0.5,NA
2017-02-28,Outflow,non-commercial,Actual Data,290585.93999999994,YoY,NA,0.5,NA
2017-03-31,Outflow,non-commercial,Actual Data,292794.1,YoY,NA,0.5,NA
2017-04-30,Outflow,non-commercial,Actual Data,291742.11,YoY,NA,0.5,NA
2017-05-31,Outflow,non-commercial,Actual Data,293783.88000000006,YoY,NA,0.5,NA
2017-06-30,Outflow,non-commercial,Actual Data,298057.88,YoY,NA,0.5,NA
2017-07-31,Outflow,non-commercial,Actual Data,299546.95000000007,YoY,NA,0.5,NA
2017-08-31,Outflow,non-commercial,Actual Data,299316.95,YoY,NA,0.5,NA
2017-09-30,Outflow,non-commercial,Actual Data,299862.89999999997,YoY,NA,0.5,NA
2017-10-31,Outflow,non-commercial,Actual Data,300651.68999999994,YoY,NA,0.5,NA
2017-11-30,Outflow,non-commercial,Actual Data,302608.67,YoY,NA,0.5,NA
2017-12-31,Outflow,non-commercial,Actual Data,301639.9,YoY,NA,0.5,NA
2018-01-31,Outflow,non-commercial,Actual Data,305019.29000000004,YoY,NA,0.5,NA
2018-02-28,Outflow,non-commercial,Actual Data,305719.73,YoY,NA,0.5,NA
2018-03-31,Outflow,non-commercial,Actual Data,304281.46,YoY,NA,0.5,NA
2018-04-30,Outflow,non-commercial,Actual Data,304274.14,YoY,NA,0.5,NA
2018-05-31,Outflow,non-commercial,Actual Data,302259.72,YoY,NA,0.5,NA
2018-06-30,Outflow,non-commercial,Actual Data,297745.58,YoY,NA,0.5,NA
2018-07-31,Outflow,non-commercial,Actual Data,298391.76,YoY,NA,0.5,NA
2018-08-31,Outflow,non-commercial,Actual Data,298729.11,YoY,NA,0.5,NA
2018-09-30,Outflow,non-commercial,Actual Data,296721.38,YoY,NA,0.5,NA
2018-10-31,Outflow,non-commercial,Actual Data,296281.46,YoY,NA,0.5,NA
2018-11-30,Outflow,non-commercial,Actual Data,295199.19,YoY,NA,0.5,NA
2018-12-31,Outflow,non-commercial,Actual Data,291082.89,YoY,NA,0.5,NA
2019-01-31,Outflow,non-commercial,Actual Data,289360.92,YoY,NA,0.5,NA
2019-02-28,Outflow,non-commercial,Actual Data,291117.19,YoY,NA,0.5,NA
2019-03-31,Outflow,non-commercial,Actual Data,289812.82,YoY,NA,0.5,NA
2019-04-30,Outflow,non-commercial,Actual Data,293177.82,YoY,NA,0.5,NA
2019-05-31,Outflow,non-commercial,Actual Data,295610.61,YoY,NA,0.5,NA
2019-06-30,Outflow,non-commercial,Actual Data,297263.43000000005,YoY,NA,0.5,NA
2019-07-31,Outflow,non-commercial,Actual Data,301051.72000000003,YoY,NA,0.5,NA
2019-08-31,Outflow,non-commercial,Actual Data,306780.22000000003,YoY,NA,0.5,NA
2019-09-30,Outflow,non-commercial,Actual Data,310107.29000000004,YoY,NA,0.5,NA
2019-10-31,Outflow,non-commercial,Actual Data,311789.35000000003,YoY,NA,0.5,NA
2019-11-30,Outflow,non-commercial,Actual Data,312198.22000000003,YoY,NA,0.5,NA
2019-12-31,Outflow,non-commercial,Actual Data,315710.86,YoY,NA,0.5,NA
2020-01-31,Outflow,non-commercial,Actual Data,316963.54000000004,YoY,NA,0.5,NA
2020-02-29,Outflow,non-commercial,Actual Data,315074.67000000004,YoY,NA,0.5,NA
2020-03-31,Outflow,non-commercial,Actual Data,316117.64999999997,YoY,NA,0.5,NA
2020-04-30,Outflow,non-commercial,Actual Data,305217.38,YoY,NA,0.5,NA
2020-05-31,Outflow,non-commercial,Actual Data,296456.19,YoY,NA,0.5,NA
2020-06-30,Outflow,non-commercial,Actual Data,296168.63999999996,YoY,NA,0.5,NA
2020-07-31,Outflow,non-commercial,Actual Data,291733.79000000004,YoY,NA,0.5,NA
2020-08-31,Outflow,non-commercial,Actual Data,283655.79000000004,YoY,NA,0.5,NA
2020-09-30,Outflow,non-commercial,Actual Data,282320.05,YoY,NA,0.5,NA
2020-10-31,Outflow,non-commercial,Actual Data,280606.99000000005,YoY,NA,0.5,NA
2020-11-30,Outflow,non-commercial,Actual Data,276979.43,YoY,NA,0.5,NA
2020-12-31,Outflow,non-commercial,Actual Data,273289.18,YoY,NA,0.5,NA
2021-01-31,Outflow,non-commercial,Actual Data,272297.96,YoY,NA,0.5,NA
2021-02-28,Outflow,non-commercial,Actual Data,274904.98,YoY,NA,0.5,NA
2021-03-31,Outflow,non-commercial,Actual Data,277763.27,YoY,NA,0.5,NA
2021-04-30,Outflow,non-commercial,Actual Data,289787.77999999997,YoY,NA,0.5,NA
2021-05-31,Outflow,non-commercial,Actual Data,295314.89999999997,YoY,NA,0.5,NA
2021-06-30,Outflow,non-commercial,Actual Data,296059.89,YoY,NA,0.5,NA
2021-07-31,Outflow,non-commercial,Actual Data,297224.92,YoY,NA,0.5,NA
2021-08-31,Outflow,non-commercial,Actual Data,298308.48,YoY,NA,0.5,NA
2021-09-30,Outflow,non-commercial,Actual Data,299416.25,YoY,NA,0.5,NA
2021-10-31,Outflow,non-commercial,Actual Data,299954.29,YoY,NA,0.5,NA
2021-11-30,Outflow,non-commercial,Actual Data,306259.99,YoY,NA,0.5,NA
2021-12-31,Outflow,non-commercial,Actual Data,312172.6,YoY,NA,0.5,NA
2022-01-31,Outflow,non-commercial,Actual Data,314164.61,YoY,NA,0.5,NA
2022-02-28,Outflow,non-commercial,Actual Data,312887.11000000004,YoY,NA,0.5,NA
2022-03-31,Outflow,non-commercial,Actual Data,333164.42000000004,YoY,NA,0.5,NA
2022-04-30,Outflow,non-commercial,Actual Data,332465.13,YoY,NA,0.5,NA
2022-05-31,Outflow,non-commercial,Actual Data,337478.43000000005,YoY,NA,0.5,NA
2022-06-30,Outflow,non-commercial,Actual Data,348343.66000000003,YoY,NA,0.5,NA
2022-07-31,Outflow,non-commercial,Actual Data,359599.36,YoY,NA,0.5,NA
2022-08-31,Outflow,non-commercial,Actual Data,378242.41,YoY,NA,0.5,NA
