"date","nace_2_code","type_arm","type_eng","name_arm","name_eng","wages","wages_corrected","wages_cumulative","employees"
"2018-11-30","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",170648,170648,158055.36363636365,17111
"2018-11-30","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",203511,203511,163875.72727272726,7526
"2018-11-30","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",110819,110819,117463.18181818182,15459
"2018-11-30","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",400698,400698,359803.63636363635,79
"2018-11-30","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",134304,134304,126185.63636363637,5248
"2018-11-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",115223,115223,NA,NA
"2018-11-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-11-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-11-30","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",112329,112329,113794.81818181818,2048
"2018-11-30","A-S","Պետական","Public","Ընդամենը","Total",146326,146326,144420.72727272726,206703
"2018-11-30","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,0
"2018-11-30","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,0
"2018-11-30","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",319115,319115,331210.45454545453,1780
"2018-11-30","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",98860,98860,97393.63636363637,1761
"2018-11-30","F","Պետական","Public","Շինարարություն","Construction",165903,165903,170182.18181818182,186
"2018-11-30","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0
"2018-11-30","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",173557,173557,178510.9090909091,8052
"2018-11-30","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,0
"2018-11-30","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",176226,176226,177523.9090909091,1857
"2018-11-30","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",677375,677375,437874.0909090909,934
"2018-11-30","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",121806,121806,117731,1016
"2018-11-30","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",139640,139640,138497.27272727274,7944
"2018-11-30","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",133127,133127,123041.45454545454,2135
"2018-11-30","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",228600,228600,231570.0909090909,37072
"2018-11-30","P","Պետական","Public","Կրթություն","Education",111093,111093,110776.54545454546,104233
"2018-11-30","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",150319,150319,139130.27272727274,27776
"2018-11-30","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",114763,114763,106880,9588
"2018-11-30","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",120132,120132,101764.72727272728,321
"2018-11-30","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",575066,575066,553824.8181818182,10789
"2018-11-30","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",168009,168009,153167.45454545456,6643
"2018-11-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",122114,122114,NA,NA
"2018-11-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-11-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-11-30","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",119766,119766,116414.90909090909,7218
"2018-11-30","A-S","Ընդամենը","Total","Ընդամենը","Total",169295,169295,168787.0909090909,585895
"2018-11-30","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",426915,426915,420772.45454545453,9319
"2018-11-30","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",161585,161585,156999.81818181818,69100
"2018-11-30","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",228465,228465,245946.9090909091,20838
"2018-11-30","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",151605,151605,149915.54545454544,6657
"2018-11-30","F","Ընդամենը","Total","Շինարարություն","Construction",184578,184578,183260.18181818182,20881
